4.6620245,4.666462,4.672005,4.675894,4.6818385,4.6873255,4.693565,4.69986,4.707125,4.715487,4.7231708,4.7326717,4.7406344,4.7510743,4.7590265,4.769617,4.7768674,4.7884345,4.7981076,4.799027,4.7912774,4.798074,4.8135037,4.8299584,4.842413,4.8570886,4.8696604,4.8855233,4.899215,4.908963,4.9163613,4.922293,4.9275174,4.9320407,4.931139,4.9243193,4.919867,4.920515,4.927695,4.937296,4.942827,4.9419365,4.944156,4.945803,4.9424725,4.934471,4.9238863,4.908297,4.8856363,4.860949,4.840072,4.8283668,4.8310666,4.833736
4.667141,4.6714263,4.676753,4.6804814,4.686242,4.6916175,4.697754,4.7040343,4.7113237,4.7198343,4.727725,4.7375436,4.7457705,4.756571,4.764764,4.775844,4.7835336,4.795897,4.806202,4.8086724,4.80247,4.8111916,4.8280034,4.846553,4.8610363,4.8793216,4.894814,4.9116597,4.9252133,4.935516,4.9435863,4.9500093,4.955802,4.9599924,4.9620047,4.960624,4.960735,4.9624825,4.966585,4.970662,4.9719644,4.9707685,4.981823,4.9944544,4.9923267,4.977109,4.957019,4.9330034,4.907629,4.8820567,4.8579154,4.842401,4.8423667,4.8431873
4.6772966,4.6813693,4.6863856,4.6898746,4.6953597,4.7005486,4.706484,4.712655,4.7198744,4.728444,4.736478,4.7465224,4.7549176,4.765933,4.7742352,4.7858825,4.794752,4.8047423,4.8099556,4.8148117,4.816609,4.8306127,4.8485026,4.870487,4.8881927,4.909951,4.9275236,4.945362,4.9588943,4.969444,4.9776835,4.984183,4.9901876,4.994118,4.998269,5.0008073,5.0044503,5.0073447,5.009503,5.0095963,5.0106387,5.0124884,5.0255365,5.0385942,5.036898,5.020118,4.99364,4.9625154,4.9340415,4.906692,4.879747,4.861092,4.8585253,4.857586
4.6863523,4.69027,4.695058,4.6983657,4.7036448,4.7086844,4.7144427,4.720482,4.727589,4.7361093,4.744154,4.7542176,4.7626,4.773576,4.7818017,4.7937937,4.803981,4.809581,4.8065104,4.813035,4.8248124,4.844685,4.862994,4.8878837,4.9080763,4.931065,4.94862,4.967039,4.980889,4.991319,4.9991755,5.0053453,5.011142,5.0151687,5.019244,5.021393,5.025104,5.0284963,5.03133,5.0318365,5.037458,5.0443563,5.0505915,5.0519633,5.049469,5.0382543,5.0126343,4.9799814,4.949413,4.919887,4.8920064,4.872791,4.8696914,4.868416
4.7011695,4.7049227,4.709423,4.7124834,4.7174673,4.722265,4.727714,4.7334642,4.7402706,4.74853,4.7564087,4.7662854,4.7744718,4.785198,4.7931743,4.805343,4.8164454,4.819923,4.8124785,4.820622,4.8386807,4.8624306,4.8813663,4.909908,4.9336443,4.9582777,4.975684,4.9945354,5.0084662,5.018618,5.0259366,5.0316305,5.0370865,5.041089,5.0452056,5.047323,5.0512776,5.055052,5.0584755,5.059447,5.064936,5.0709558,5.072571,5.069101,5.0664783,5.0582476,5.033544,5.0011516,4.9721074,4.9425063,4.9114804,4.8887477,4.884666,4.8826594
4.713296,4.7169805,4.7213335,4.72425,4.7290463,4.7336593,4.7388496,4.744312,4.7507954,4.7587204,4.766338,4.775904,4.783805,4.7941923,4.801901,4.813864,4.8247657,4.829324,4.8237,4.832607,4.8500333,4.873675,4.8930783,4.9238696,4.9500613,4.9756823,4.9928,5.0116467,5.025359,5.035185,5.0420566,5.04735,5.052476,5.056344,5.0604596,5.062682,5.0667257,5.0705137,5.0742164,5.075634,5.0769534,5.077229,5.0783687,5.078419,5.0761247,5.0670614,5.043323,5.0132194,4.988327,4.9606576,4.9263816,4.899562,4.89474,4.892102
4.7303705,4.733862,4.7384343,4.7416606,4.7465863,4.75107,4.75595,4.760942,4.7669415,4.7743206,4.7814684,4.79043,4.797774,4.8075376,4.8153067,4.824939,4.83148,4.83622,4.8355193,4.847804,4.8654704,4.8905745,4.9115124,4.9445896,4.972539,4.9994698,5.0168753,5.0357337,5.048868,5.0579734,5.063878,5.0683265,5.0726943,5.076183,5.0800977,5.0823536,5.0863795,5.090095,5.0937424,5.0951858,5.09469,5.092461,5.0914555,5.090341,5.0847216,5.0736833,5.052837,5.0277643,5.0064087,4.979694,4.9433,4.913742,4.908494,4.9052052
4.7428904,4.746565,4.751719,4.7554083,4.7606983,4.765219,4.7699494,4.774573,4.780189,4.787086,4.7937884,4.802178,4.809008,4.8182635,4.826339,4.833382,4.8348327,4.8393517,4.843772,4.859491,4.8773246,4.9041986,4.926973,4.961219,4.9893594,5.0170145,5.0348134,5.053436,5.065824,5.074234,5.079289,5.0829806,5.0866075,5.089644,5.0932374,5.095446,5.099337,5.102888,5.1062255,5.1073914,5.10735,5.105794,5.102885,5.098539,5.0886025,5.0753565,5.057395,5.0369935,5.0169244,4.9899707,4.9534836,4.9237485,4.918684,4.9151464
4.754293,4.7598515,4.765989,4.7694173,4.7750735,4.779963,4.7848444,4.7892528,4.7944093,4.800568,4.806522,4.814177,4.820498,4.8296404,4.8381357,4.8452063,4.8460426,4.85061,4.855711,4.872701,4.891715,4.921131,4.9462466,4.982278,5.010832,5.038715,5.0559883,5.073489,5.08469,5.092646,5.0973907,5.1006517,5.103625,5.1059737,5.109071,5.1112967,5.115153,5.1185927,5.1218147,5.122931,5.122787,5.1210666,5.1170816,5.111371,5.0997453,5.0856643,5.0686784,5.049677,5.0293083,5.0014687,4.9642572,4.9348936,4.9319134,4.9291763
4.759809,4.7679405,4.775434,4.778637,4.7846017,4.7897544,4.7948074,4.7992263,4.8043294,4.8103647,4.816198,4.8237815,4.83005,4.8393793,4.847947,4.8565927,4.860138,4.8646054,4.8665757,4.8827524,4.9035144,4.9355597,4.9629164,5.0006185,5.029397,5.0568714,5.0730047,5.089169,5.0993285,5.1070194,5.11181,5.1149926,5.1177273,5.1196985,5.122548,5.124857,5.128739,5.1320987,5.135265,5.136384,5.1360617,5.1341047,5.1299186,5.124186,5.1130176,5.0992885,5.081845,5.0615387,5.0388937,5.0095263,4.973055,4.9446955,4.941337,4.938521
4.7647295,4.775328,4.7851515,4.78944,4.7956295,4.8000894,4.804514,4.808857,4.814836,4.8225555,4.8301764,4.8393025,4.8462505,4.8554764,4.8631215,4.872045,4.877656,4.8806276,4.8780622,4.8927937,4.9157786,4.9507627,4.980521,5.0202594,5.049551,5.0765476,5.091418,5.1067414,5.116271,5.123366,5.1277776,5.1307683,5.1336675,5.136058,5.1393394,5.1418166,5.145682,5.148868,5.1517544,5.152654,5.151873,5.1494746,5.1445713,5.138302,5.126957,5.1133785,5.096376,5.075545,5.0493436,5.0177407,4.985424,4.9575524,4.9445243,4.938328
4.766162,4.77818,4.7896447,4.7950644,4.8016343,4.8057694,4.81012,4.814713,4.8213444,4.830227,4.8392076,4.8496733,4.857455,4.866808,4.8735824,4.8828907,4.8904905,4.893375,4.8884296,4.9031215,4.9282556,4.9664245,4.9987845,5.0405827,5.0702467,5.0966396,5.1102324,5.124977,5.1341333,5.140574,5.1444664,5.147226,5.1503296,5.1532373,5.1570597,5.159739,5.1636705,5.1667767,5.169455,5.1701427,5.1689534,5.1661763,5.1607113,5.154061,5.142646,5.129289,5.112833,5.0917935,5.062826,5.0297155,5.0018263,4.974251,4.951613,4.9401236
4.7671423,4.779084,4.7900977,4.7952156,4.8022294,4.8072896,4.812911,4.8180275,4.823629,4.8307505,4.8383756,4.8482833,4.8566103,4.8667855,4.873692,4.884011,4.892838,4.898669,4.8966756,4.9143324,4.9407725,4.9816995,5.0163865,5.0600834,5.0901475,5.116112,5.1286182,5.1427445,5.151451,5.15739,5.1608143,5.1632285,5.166049,5.1687746,5.17257,5.1753783,5.179478,5.1826844,5.185419,5.186089,5.1848197,5.1819367,5.176281,5.169481,5.158014,5.1447597,5.128559,5.107798,5.0788493,5.0459747,5.0192437,4.991776,4.9687057,4.951918
4.762619,4.7739716,4.78448,4.789796,4.798016,4.8047953,4.8124194,4.8186436,4.823993,4.829733,4.835863,4.8444753,4.852262,4.862763,4.8703446,4.882487,4.892891,4.903026,4.905604,4.927426,4.955319,5.0002522,5.038521,5.08378,5.1129923,5.1383567,5.150137,5.163653,5.1718755,5.1773887,5.1804547,5.182634,5.1851583,5.1875243,5.191175,5.1941547,5.1985397,5.2019596,5.2048807,5.205598,5.2043543,5.2014513,5.1957803,5.188981,5.17751,5.164386,5.1485972,5.128561,5.1006556,5.068776,5.0424557,5.0155973,4.995068,4.9752235
4.75422,4.765508,4.7768946,4.783804,4.79374,4.801887,4.8109,4.8182616,4.8251376,4.831755,4.8378906,4.845389,4.8512774,4.860857,4.8692045,4.8833466,4.895591,4.9084077,4.912899,4.936907,4.966017,5.0150886,5.0573893,5.1034026,5.130609,5.1552935,5.166887,5.1799555,5.1877775,5.1929913,5.195876,5.1980114,5.200448,5.202596,5.2061844,5.2093225,5.213949,5.2175384,5.2206135,5.2213774,5.2201586,5.2172403,5.2116075,5.204881,5.1934757,5.1805444,5.1653886,5.146103,5.118585,5.08732,5.062168,5.036459,5.0163307,4.997006
4.7439866,4.755157,4.766933,4.7747836,4.7862597,4.7960296,4.8066897,4.8156085,4.8245254,4.8328066,4.8398404,4.847348,4.8524547,4.8615785,4.8701277,4.8857617,4.8998175,4.9155188,4.9221888,4.9494553,4.9810023,5.034877,5.0810285,5.1274385,5.152253,5.1763105,5.188013,5.2007284,5.2082586,5.213393,5.216444,5.2188773,5.2216244,5.2238364,5.227623,5.231044,5.236002,5.239782,5.2429543,5.2436614,5.2423077,5.239243,5.233501,5.226753,5.215272,5.2024136,5.187701,5.1691003,5.1423235,5.1117096,5.0864353,5.0618415,5.0442996,5.0281835
4.738369,4.7495723,4.760764,4.7679386,4.779761,4.790591,4.8023686,4.8124204,4.8224316,4.8318605,4.8399954,4.8487535,4.8550987,4.864722,4.872498,4.888012,4.902797,4.9201727,4.92839,4.9585648,4.9926586,5.0494795,5.0971518,5.1435833,5.1671443,5.1909113,5.2027645,5.215362,5.2228665,5.2281547,5.231594,5.2344766,5.237746,5.2402744,5.2444234,5.2481084,5.253313,5.257201,5.26034,5.2608953,5.2592883,5.2560043,5.2500305,5.243151,5.231495,5.2185645,5.2038217,5.1854835,5.1596446,5.1295185,5.102712,5.07832,5.064308,5.05153
4.732152,4.742138,4.7524543,4.7593904,4.771737,4.7837033,4.7967606,4.8081417,4.81946,4.8303227,4.839868,4.850263,4.8580475,4.868806,4.8766904,4.8929462,4.9086723,4.928565,4.9393487,4.9733195,5.0102086,5.0699744,5.1188855,5.1651635,5.1875057,5.211442,5.2239637,5.236534,5.243939,5.2494755,5.253478,5.2569795,5.2609644,5.263938,5.268582,5.272605,5.278144,5.2821937,5.2853603,5.285791,5.283928,5.280387,5.2741113,5.2670093,5.254971,5.24173,5.226801,5.2083797,5.182559,5.152044,5.123076,5.0995264,5.0910115,5.08341
4.7283826,4.7365127,4.7462173,4.7536354,4.7665005,4.7790933,4.792907,4.8050756,4.817212,4.828983,4.839406,4.8507895,4.8592577,4.8710604,4.879906,4.897406,4.9137993,4.9356484,4.948556,4.984963,5.0231876,5.084319,5.13369,5.179715,5.2014246,5.2258725,5.239232,5.2518654,5.2591195,5.264827,5.269208,5.273116,5.277567,5.2808266,5.2857904,5.2900305,5.2958097,5.300001,5.303269,5.3036985,5.3017635,5.2981052,5.2916727,5.2844105,5.272031,5.258435,5.243303,5.2245235,5.1978126,5.16619,5.135445,5.1127906,5.1087756,5.1054087
4.7293005,4.7363186,4.7455115,4.7529144,4.7655716,4.778105,4.79221,4.8049397,4.817613,4.830102,4.841308,4.85363,4.8625426,4.8758245,4.886726,4.906418,4.923551,4.9478636,4.963561,5.0033484,5.0435443,5.105187,5.1535273,5.2001634,5.223157,5.2483835,5.2619977,5.274719,5.2820516,5.288143,5.293143,5.2976203,5.302731,5.3064704,5.3118863,5.316361,5.322251,5.3263946,5.329457,5.329646,5.3272185,5.3230867,5.316038,5.3083,5.295251,5.2811275,5.2657204,5.2464886,5.2176566,5.1856275,5.158524,5.139505,5.1355057,5.132082
4.7349997,4.7421985,4.7512774,4.7582417,4.7700834,4.781868,4.7955956,4.808305,4.820896,4.8334765,4.8448873,4.8575606,4.866481,4.8808584,4.893694,4.9152236,4.9327292,4.9585495,4.9760447,5.018205,5.0599113,5.120864,5.1671715,5.214789,5.2401485,5.265969,5.2791677,5.2919607,5.299548,5.3060117,5.3115053,5.3163776,5.3219447,5.326062,5.331781,5.3363647,5.3421645,5.3460984,5.3487735,5.3486295,5.3455863,5.3409076,5.333152,5.3249016,5.3112435,5.296716,5.2810736,5.261507,5.2305627,5.1990128,5.1786275,5.16378,5.1555257,5.147988
4.7491384,4.756264,4.765268,4.771975,4.7825947,4.7930293,4.8060617,4.8186464,4.8310146,4.8436065,4.8549504,4.8683934,4.8787584,4.895009,4.9089065,4.9320245,4.9508123,4.978244,4.9965916,5.042544,5.0885158,5.1490965,5.191521,5.238403,5.2650867,5.2912107,5.304368,5.317282,5.325156,5.3320794,5.338183,5.3435793,5.3496466,5.354053,5.35998,5.3646626,5.3703127,5.373958,5.37613,5.3755717,5.3717666,5.366415,5.357774,5.348875,5.334521,5.3194456,5.3028994,5.28249,5.2498856,5.2191863,5.2046275,5.1936765,5.1824846,5.171941
4.7673407,4.774365,4.783377,4.7900295,4.7996793,4.8089037,4.8211355,4.833359,4.8453803,4.857868,4.868978,4.8830957,4.8951664,4.9128437,4.9267173,4.949941,4.9690332,4.9971843,5.0161123,5.0653324,5.115156,5.1755314,5.214517,5.259693,5.286279,5.3122644,5.3256073,5.3386126,5.3466816,5.3539233,5.3604045,5.366092,5.3723545,5.3767967,5.3826866,5.3873453,5.392775,5.396137,5.39788,5.397002,5.392624,5.386777,5.3774824,5.3681116,5.353322,5.3378544,5.320225,5.2989573,5.2660265,5.2363405,5.2244015,5.215289,5.2032557,5.1916733
