7.873891,9.260315,10.099904,10.796068,10.946365,11.056559,11.027904,10.9577,10.864833,10.776195,10.734755,10.726158,10.76663,10.827242,10.906267,10.977097,11.05108,11.110682,11.1744375,11.220088,11.270839,11.301225,11.347543,11.383838,11.434738,11.469664,11.517384,11.549765,11.5924425,11.621194,11.650473,11.669159,11.693453,11.718958,11.750659,11.78675,11.819174,11.854459,11.879978,11.913155,11.940312,11.974028,11.994682,12.028491,12.055827,12.092614,12.115604,12.112535,12.071689,11.999868,11.81618,11.446369,10.598097,8.74858,6.7704277,5.495455
9.918845,11.089237,11.419085,11.687218,11.759332,11.822555,11.823334,11.810928,11.78315,11.759226,11.748551,11.747745,11.760296,11.777515,11.799706,11.820438,11.84249,11.860247,11.87939,11.893974,11.90712,11.912282,11.919202,11.924581,11.930363,11.932993,11.940247,11.947798,11.959555,11.969109,11.977565,11.982161,11.988189,11.993643,11.99947,12.006101,12.012758,12.02063,12.026833,12.034293,12.0398245,12.046049,12.049737,12.053977,12.056638,12.055857,12.051695,12.038314,12.01917,12.004764,11.94601,11.878953,11.434214,10.280799,8.532509,6.441469
11.465227,12.237783,12.274199,12.295323,12.315246,12.333992,12.335644,12.34792,12.360429,12.375375,12.384144,12.388426,12.384939,12.378148,12.368554,12.360703,12.352793,12.3463955,12.339875,12.336541,12.328806,12.320499,12.306944,12.296464,12.279927,12.26719,12.253723,12.247427,12.24118,12.238668,12.234119,12.229695,12.22407,12.21701,12.20713,12.196197,12.187569,12.179235,12.173846,12.166365,12.159635,12.150792,12.145422,12.1345215,12.124828,12.106579,12.09067,12.072494,12.063351,12.071614,12.078292,12.170306,12.009905,11.526522,10.103651,7.400928
11.675672,12.075228,12.1561775,12.213818,12.230006,12.229268,12.2074995,12.203259,12.2134075,12.224257,12.232101,12.235928,12.234558,12.232599,12.229133,12.225925,12.222464,12.219648,12.217123,12.216516,12.21321,12.208565,12.201865,12.197308,12.190257,12.18494,12.178528,12.174773,12.170565,12.167986,12.163553,12.159017,12.153398,12.14696,12.138591,12.129983,12.123532,12.117728,12.113929,12.109421,12.105694,12.1015005,12.099423,12.094907,12.090692,12.084086,12.078776,12.066162,12.052976,12.0407,12.024043,12.060911,11.934328,11.7663555,10.616123,7.844431
11.976052,12.112885,12.18953,12.232046,12.223534,12.212816,12.201548,12.199951,12.2069025,12.213801,12.218012,12.218429,12.215041,12.211484,12.2071295,12.202915,12.198649,12.195319,12.192421,12.191525,12.188297,12.183997,12.177984,12.173988,12.168124,12.16393,12.157808,12.153327,12.147248,12.142858,12.138011,12.134437,12.129985,12.1249275,12.117913,12.110392,12.104708,12.099044,12.094722,12.089764,12.086085,12.082278,12.080638,12.076548,12.072227,12.069642,12.070053,12.06596,12.058938,12.046361,12.027135,12.040116,11.95156,12.029856,11.087953,8.274434
12.024572,12.114294,12.186179,12.213524,12.185643,12.180756,12.195752,12.2039995,12.203474,12.203096,12.200865,12.196384,12.190814,12.184999,12.179427,12.17428,12.169513,12.1658945,12.162758,12.161686,12.158068,12.153446,12.146441,12.141389,12.133811,12.128262,12.12066,12.115416,12.108099,12.103127,12.099313,12.097986,12.096192,12.093704,12.089061,12.083301,12.078846,12.0735655,12.068914,12.063299,12.059266,12.05491,12.052926,12.047416,12.041263,12.038485,12.04054,12.043669,12.045406,12.04375,12.030167,12.031388,11.937767,12.047553,11.160792,8.424253
12.10374,12.11781,12.172182,12.192845,12.172403,12.171448,12.185692,12.189487,12.182934,12.175156,12.167574,12.158408,12.151343,12.146011,12.142247,12.137757,12.133152,12.129408,12.12598,12.124578,12.121241,12.117334,12.111739,12.107863,12.102354,12.098532,12.093152,12.089392,12.084358,12.081137,12.079142,12.078797,12.077715,12.07542,12.071064,12.065405,12.060941,12.0554495,12.050445,12.044637,12.040661,12.036761,12.03528,12.031033,12.026246,12.023483,12.024284,12.026329,12.028542,12.034863,12.031594,12.030576,11.947327,12.118552,11.302639,8.622595
12.108262,12.101686,12.137476,12.160538,12.164093,12.167681,12.166427,12.159342,12.149408,12.137893,12.129158,12.118745,12.112065,12.10881,12.107712,12.104742,12.100916,12.097399,12.093973,12.092437,12.089722,12.086829,12.083258,12.081119,12.07857,12.077162,12.074936,12.073303,12.071624,12.070835,12.070453,12.070076,12.068471,12.06511,12.059894,12.053502,12.048471,12.04269,12.037623,12.032127,12.028511,12.02555,12.024907,12.022977,12.020815,12.018259,12.01676,12.013062,12.0103855,12.020774,12.027312,12.033217,11.958752,12.14518,11.356422,8.732317
12.094168,12.083158,12.101492,12.122561,12.142618,12.151208,12.142014,12.129212,12.117664,12.108799,12.105451,12.099558,12.095361,12.093041,12.091633,12.089013,12.085434,12.08192,12.078425,12.076825,12.074233,12.071617,12.068327,12.066282,12.064006,12.062884,12.061004,12.059578,12.058141,12.057457,12.05706,12.056506,12.054613,12.050903,12.045329,12.038647,12.033427,12.02759,12.022524,12.01725,12.013882,12.011561,12.011516,12.010832,12.00982,12.009102,12.008958,12.003311,11.997383,12.009007,12.02067,12.034109,11.969042,12.16207,11.391936,8.822114
12.047587,12.06641,12.074004,12.092043,12.120463,12.131578,12.118303,12.103372,12.092332,12.087864,12.090384,12.089683,12.088004,12.08594,12.083331,12.080732,12.077359,12.073883,12.070391,12.068793,12.066138,12.063496,12.05978,12.057164,12.054052,12.052325,12.04967,12.047731,12.045359,12.043905,12.042873,12.042099,12.040084,12.036411,12.030786,12.024103,12.018936,12.013264,12.00839,12.003367,12.000136,11.998116,11.998347,11.998135,11.997429,11.998596,12.000716,11.99531,11.988032,11.999727,12.013607,12.034679,11.977379,12.162689,11.403507,8.904283
