5.8107195,5.516815,5.8659487,6.713087,9.081611,11.97967,15.083098,16.591042,17.838608,18.218613,18.394167,18.245266,17.996067,17.751816,17.504602,17.37521,17.267996,17.233997,17.180109,17.131924,17.075527,17.003895,16.943838,16.824104,16.704254,16.456827,16.220646,15.829323,15.513512,15.051312,14.714403,14.323019,14.115025,13.958385,13.973465,14.095319,14.324299,14.66428,15.049683,15.487864,15.943529,16.384787,16.846565,17.2355,17.615648,17.85432,18.079056,18.207205,18.301952,18.32026,18.292181,18.233295,18.144865,18.074167,17.999306,17.96305,17.940645,17.950783,17.97755,18.00837,18.028704,18.018013,17.98846,17.911165,17.835815,17.691757,17.562155,17.345947,17.17766,16.878368,16.629486,16.251667,15.967119,15.574087,15.288268,14.915957,14.63296,14.2871475,13.997543,13.683354,13.383668,13.094669,12.770359,12.487668,12.130849,11.850317,11.465931,11.185219,10.754662,10.42963,9.917453,9.52504,9.031708,8.728746,8.396854,8.237446,8.08703,8.066331,8.129344,8.251449,8.380118,8.382143,8.249494,7.907612,7.5413556,7.058296,6.7027364,6.360275,6.222464,6.013018,5.841571,5.7665677,5.832851
5.8786855,6.514757,8.888126,12.526438,16.671986,18.97837,21.070541,22.163548,23.072472,23.367752,23.527597,23.445398,23.30458,23.158413,23.018965,22.952087,22.902262,22.893509,22.871433,22.847221,22.81604,22.770369,22.730955,22.647306,22.562164,22.387657,22.222479,21.94821,21.726793,21.399567,21.158998,20.87694,20.724602,20.60768,20.614223,20.69403,20.850166,21.082598,21.347586,21.650274,21.963966,22.265036,22.577646,22.840908,23.095022,23.251955,23.396723,23.47794,23.5339,23.540173,23.513502,23.469017,23.403988,23.353561,23.29926,23.272568,23.25622,23.263348,23.281702,23.302391,23.314878,23.305544,23.283451,23.229254,23.177578,23.079027,22.990223,22.841806,22.726467,22.51908,22.345646,22.077745,21.87289,21.589884,21.383522,21.115032,20.91113,20.661999,20.454315,20.230986,20.018679,19.813969,19.580387,19.373522,19.108675,18.899506,18.610674,18.398014,18.075676,17.835442,17.45465,17.16194,16.77263,16.516289,16.230516,16.079636,15.919842,15.855769,15.845698,15.860436,15.8593855,15.7034855,15.479068,14.885567,14.296814,13.002863,11.680012,9.731309,8.209649,6.821695,6.382622,6.0436497,6.0564923
6.293017,8.778864,13.579616,19.342552,23.950567,24.594688,24.593744,24.749393,24.890532,24.9696,25.053003,25.089157,25.14049,25.17318,25.220222,25.253855,25.289896,25.31121,25.332432,25.34388,25.35343,25.355568,25.355392,25.34556,25.332539,25.309326,25.290152,25.259203,25.234818,25.19645,25.166994,25.126823,25.100006,25.070965,25.056904,25.041924,25.036098,25.031368,25.03245,25.036467,25.042904,25.048302,25.052937,25.05666,25.056719,25.054192,25.046333,25.039146,25.02286,25.007309,24.984318,24.967606,24.94563,24.93128,24.91324,24.902426,24.893597,24.89122,24.889103,24.888367,24.886475,24.883564,24.880274,24.876085,24.873455,24.86797,24.862494,24.852636,24.844967,24.829071,24.815088,24.78602,24.758963,24.721876,24.694225,24.658503,24.63149,24.598135,24.571959,24.54782,24.526655,24.506273,24.47693,24.445803,24.399935,24.3621,24.306265,24.262318,24.202168,24.162498,24.096561,24.04467,23.941414,23.847359,23.73712,23.660872,23.555698,23.463757,23.36782,23.24292,23.07922,22.786322,22.529425,21.867659,21.273182,19.505348,17.54474,14.152048,11.157479,8.291448,7.2495303,6.3904347,6.3141475
7.2625146,12.878068,19.615593,23.695087,26.059748,26.214231,25.91568,25.884893,25.861137,25.868664,25.902212,25.941715,26.006512,26.060694,26.128641,26.173616,26.21651,26.23788,26.2618,26.27744,26.293217,26.30503,26.313663,26.319992,26.322323,26.329218,26.33821,26.353786,26.36702,26.383358,26.393528,26.399658,26.397612,26.386332,26.36882,26.333979,26.295357,26.247665,26.202501,26.152132,26.101381,26.051178,25.997618,25.952538,25.905222,25.873184,25.837835,25.815058,25.787907,25.771023,25.752895,25.744484,25.734758,25.729988,25.722267,25.716478,25.710514,25.706247,25.699667,25.693518,25.687355,25.683924,25.682707,25.686733,25.6925,25.704676,25.715563,25.734255,25.749464,25.774126,25.793758,25.816032,25.827827,25.84386,25.85422,25.866457,25.87439,25.883474,25.89164,25.903593,25.916319,25.928268,25.938675,25.945164,25.95054,25.953846,25.957792,25.960108,25.967335,25.975788,25.985405,25.99088,25.97562,25.948483,25.919287,25.89329,25.839283,25.770363,25.683884,25.561882,25.407007,25.165558,24.934286,24.514421,24.268202,23.196875,22.108501,18.898005,15.288174,11.03746,8.645136,6.794681,6.641794
9.086453,16.963158,24.274227,25.55503,25.226604,25.404827,25.500355,25.568848,25.61806,25.6263,25.635992,25.64032,25.653559,25.667393,25.689037,25.70658,25.722267,25.73007,25.738686,25.744251,25.750296,25.754045,25.75694,25.754036,25.747475,25.73467,25.724052,25.706516,25.692688,25.669632,25.651115,25.626062,25.609312,25.588669,25.575386,25.553799,25.537144,25.524792,25.519459,25.51225,25.505049,25.496862,25.487354,25.479647,25.469744,25.461727,25.45046,25.442123,25.428947,25.418518,25.404604,25.395533,25.38408,25.37708,25.367977,25.362226,25.356894,25.354044,25.349998,25.345753,25.340372,25.334593,25.329502,25.325224,25.32293,25.321531,25.320852,25.321793,25.32393,25.32559,25.326065,25.321428,25.314337,25.303652,25.29409,25.27874,25.264158,25.245628,25.2291,25.212055,25.196154,25.18023,25.164268,25.151945,25.138811,25.128784,25.119,25.114702,25.107006,25.1004,25.0871,25.075031,25.060888,25.052992,25.050758,25.05099,25.033602,25.001276,24.955471,24.890764,24.815596,24.700336,24.535452,24.422432,24.531847,24.432259,24.572227,22.459187,19.283527,14.27965,10.35156,7.3535585,7.040007
11.513582,19.068058,25.465801,26.136219,25.3828,25.533762,25.636871,25.647484,25.659594,25.675135,25.693563,25.70372,25.719519,25.73114,25.74546,25.754118,25.76123,25.763527,25.766724,25.768507,25.770355,25.77045,25.770176,25.765194,25.757816,25.745869,25.737001,25.721905,25.709455,25.689102,25.672941,25.652298,25.639397,25.623186,25.61278,25.596834,25.584597,25.573774,25.56721,25.55919,25.551155,25.54257,25.532969,25.5253,25.515503,25.50745,25.496387,25.488346,25.475983,25.466372,25.453772,25.445719,25.436049,25.430584,25.423601,25.419476,25.416079,25.414524,25.41162,25.407902,25.402853,25.3971,25.392086,25.387573,25.384825,25.382788,25.381618,25.382269,25.384466,25.386295,25.386885,25.38325,25.377457,25.368546,25.360313,25.346401,25.332724,25.315481,25.299862,25.283245,25.267689,25.252272,25.2379,25.22768,25.218124,25.211037,25.206306,25.206314,25.205347,25.203716,25.19931,25.194727,25.191189,25.190207,25.187534,25.181383,25.161736,25.129997,25.077961,25.0199,24.975658,24.912828,24.798914,24.740404,24.825336,24.894527,25.262836,23.93714,21.846914,16.890102,11.884068,8.004254,7.444387
13.868603,20.259512,25.267506,25.937077,25.434834,25.582344,25.656338,25.636118,25.632322,25.658495,25.686876,25.700884,25.718252,25.727703,25.735212,25.735775,25.735136,25.732512,25.73086,25.729156,25.72697,25.723364,25.719831,25.712559,25.70415,25.692743,25.685398,25.67229,25.66084,25.642433,25.627974,25.610605,25.600603,25.58748,25.579044,25.568235,25.56062,25.55169,25.544537,25.536505,25.528637,25.520802,25.512257,25.50541,25.49634,25.48857,25.478003,25.470438,25.458992,25.450193,25.438679,25.431335,25.422834,25.418304,25.41249,25.409122,25.406313,25.405079,25.402992,25.400091,25.395647,25.390238,25.385515,25.380795,25.377468,25.374428,25.372515,25.371885,25.372995,25.373228,25.372622,25.368017,25.362055,25.35284,25.344477,25.330587,25.31714,25.300333,25.285206,25.269007,25.253859,25.239038,25.22499,25.214626,25.20464,25.19707,25.192232,25.192354,25.193024,25.193447,25.193483,25.193161,25.191898,25.18952,25.178024,25.161238,25.135124,25.102915,25.050158,24.997007,24.963703,24.918682,24.84587,24.766167,24.715097,24.722351,25.029226,24.41164,23.589417,19.076216,13.376663,8.804063,7.891988
14.904846,20.879215,25.3494,25.966656,25.487984,25.580137,25.629004,25.637024,25.652805,25.673689,25.69074,25.6938,25.69935,25.702381,25.700832,25.695087,25.687168,25.679996,25.674229,25.670475,25.666552,25.662266,25.658466,25.651478,25.643456,25.632637,25.625782,25.612928,25.601372,25.582514,25.567516,25.54971,25.539593,25.525518,25.51598,25.504274,25.49668,25.489168,25.484138,25.477715,25.47139,25.46541,25.45878,25.453287,25.445549,25.438606,25.42927,25.422722,25.413105,25.405916,25.396385,25.390228,25.38304,25.379093,25.37364,25.369917,25.365503,25.362507,25.359846,25.35714,25.35262,25.347017,25.342073,25.336742,25.332573,25.328669,25.326492,25.325172,25.325441,25.32475,25.323658,25.31913,25.313766,25.304977,25.29674,25.283112,25.269857,25.253159,25.237963,25.22161,25.20606,25.190784,25.175825,25.164265,25.152977,25.144373,25.139711,25.140985,25.14411,25.146618,25.150557,25.153585,25.158428,25.161592,25.15891,25.15038,25.136164,25.116148,25.085304,25.044912,24.998638,24.93959,24.884794,24.803425,24.69123,24.692732,25.013035,24.738272,24.464472,20.214811,14.327656,9.424352,8.212584
15.674833,21.314934,25.382717,25.976246,25.524643,25.561737,25.585535,25.626371,25.66041,25.668877,25.668144,25.658176,25.64926,25.644848,25.637016,25.630108,25.620924,25.61359,25.606619,25.601385,25.595829,25.590189,25.585604,25.578323,25.570282,25.559868,25.553488,25.541487,25.530659,25.512703,25.498234,25.481285,25.471811,25.458143,25.448612,25.437231,25.430264,25.424313,25.421083,25.416162,25.411213,25.406752,25.401703,25.397406,25.391022,25.3851,25.377161,25.371635,25.363745,25.358017,25.350246,25.345097,25.338902,25.335289,25.330088,25.326147,25.320675,25.316359,25.312687,25.309484,25.304766,25.299164,25.294128,25.288567,25.284103,25.279787,25.27743,25.275291,25.274519,25.272524,25.270622,25.26561,25.260376,25.25146,25.243034,25.229294,25.216011,25.199232,25.18388,25.167257,25.151241,25.135466,25.119667,25.107183,25.09469,25.085203,25.079372,25.079796,25.081678,25.083216,25.08619,25.088818,25.09395,25.098412,25.101748,25.101732,25.100338,25.094587,25.087336,25.063885,25.017817,24.950615,24.893532,24.808315,24.684889,24.685963,24.963057,24.922792,25.084265,21.125141,15.210419,10.074418,8.552703
16.047995,21.559204,25.456614,26.009289,25.541311,25.556423,25.570173,25.618994,25.652351,25.649584,25.636892,25.621208,25.604095,25.594673,25.586685,25.584663,25.58168,25.579386,25.575027,25.56937,25.56261,25.554857,25.548645,25.54004,25.531248,25.520836,25.514896,25.50441,25.49517,25.479826,25.467407,25.453287,25.44576,25.434877,25.427414,25.418978,25.414005,25.409067,25.405716,25.401005,25.39616,25.391708,25.386759,25.382658,25.376755,25.371387,25.364094,25.35891,25.35149,25.346111,25.338715,25.333744,25.327648,25.324013,25.319029,25.315413,25.31058,25.306595,25.302143,25.297915,25.293003,25.287655,25.282764,25.277609,25.273764,25.269857,25.267477,25.264858,25.263477,25.260567,25.257994,25.252201,25.246534,25.237087,25.228357,25.214287,25.200861,25.183998,25.168636,25.151882,25.135746,25.119884,25.104166,25.092005,25.079668,25.070446,25.063002,25.06092,25.058224,25.05598,25.053328,25.05186,25.050327,25.049799,25.050123,25.051401,25.054628,25.05661,25.058968,25.048237,25.024899,24.969816,24.891203,24.804846,24.732174,24.758139,24.970531,25.010912,25.388966,21.59206,15.689062,10.446134,8.758791
