4.741021,4.761031,4.7901626,4.8095818,4.8624244,4.900182,5.0725307,5.276505,5.6192718,5.8987613,6.19458,6.3321013,6.477334,6.535527,6.6142416,6.660696,6.7153964,6.7515774,6.7854533,6.8099265,6.832303,6.855766,6.877313,6.90475,6.927042,6.954969,6.973843,7.0000324,7.019014,7.041723,7.05466,7.0622063,7.059855,7.0619097,7.064574,7.067017,7.0636005,7.0506244,7.024836,7.011928,6.9382715,6.8501663,6.5606065,6.1783614,5.625954,5.1605287,4.8324356
4.7481456,4.769636,4.8015156,4.8142047,4.8927402,4.969346,5.252132,5.5831475,6.030168,6.328543,6.6243887,6.7387524,6.8591175,6.899893,6.9591413,6.993846,7.0364413,7.0655193,7.0919104,7.1115003,7.1301966,7.151682,7.172208,7.1995397,7.222226,7.250504,7.26936,7.2952313,7.3139014,7.3347855,7.345396,7.3549833,7.357261,7.360803,7.361195,7.354943,7.3459964,7.336106,7.336414,7.3675804,7.3757844,7.3966494,7.2108836,6.9211316,6.2785444,5.554279,4.968826
4.753513,4.7759304,4.8093457,4.81119,4.921653,5.06423,5.4359856,5.832235,6.289593,6.5354013,6.7865477,6.8858466,6.9923553,7.0303884,7.0846653,7.1162333,7.152855,7.176738,7.199893,7.217084,7.232311,7.249192,7.265443,7.2875037,7.306372,7.3293767,7.3442507,7.3641605,7.378399,7.3927217,7.3985863,7.401629,7.399417,7.3967314,7.3935866,7.3886247,7.3833957,7.373453,7.3704457,7.390659,7.3998494,7.415001,7.3122373,7.216811,6.6866026,5.898769,5.169911
4.7605267,4.784077,4.819981,4.8144784,4.9533176,5.1499696,5.6030393,6.0667863,6.5401936,6.739009,6.9514165,7.0385404,7.1326723,7.1668873,7.213927,7.2400675,7.2702436,7.2897024,7.3097234,7.324582,7.336493,7.3492255,7.3618207,7.3795047,7.395164,7.4139714,7.425732,7.441624,7.4532876,7.4638405,7.46702,7.4662437,7.461357,7.455078,7.45005,7.4461904,7.4439216,7.437126,7.433329,7.4404726,7.4454913,7.459282,7.4176474,7.447843,7.0192084,6.253553,5.434425
4.7651267,4.7893314,4.827175,4.821619,4.9698133,5.180259,5.6599574,6.15122,6.631703,6.811849,7.010705,7.0954943,7.18593,7.218004,7.2603703,7.282424,7.3096075,7.327914,7.346802,7.36081,7.371501,7.3828306,7.394331,7.410708,7.4252834,7.442895,7.453845,7.469366,7.4812837,7.492359,7.4960346,7.4956245,7.490814,7.4849396,7.480422,7.477141,7.475729,7.472961,7.4697266,7.466826,7.461431,7.472622,7.4358993,7.4618673,7.078109,6.4125814,5.6106896
4.770975,4.7962847,4.836948,4.831255,4.992009,5.2231197,5.730628,6.24189,6.7303066,6.901251,7.0930185,7.175714,7.2609973,7.288276,7.3254814,7.344437,7.368667,7.3853054,7.4018354,7.414555,7.425461,7.437754,7.4500513,7.4662375,7.4796395,7.4952116,7.5047,7.5176644,7.5274096,7.5355725,7.5373206,7.535424,7.530402,7.5236087,7.5182023,7.513528,7.511725,7.5117087,7.5111184,7.5079546,7.4985046,7.498707,7.462483,7.5007863,7.1559467,6.5495296,5.7487226
4.7757406,4.8013487,4.8435946,4.838879,5.0061255,5.24735,5.763651,6.276122,6.7689915,6.9454303,7.1409664,7.2235208,7.305729,7.3286176,7.3630056,7.381265,7.4042864,7.420059,7.43509,7.4474263,7.4598694,7.4746284,7.4888577,7.505917,7.518796,7.53293,7.5413613,7.551739,7.558873,7.563489,7.5628405,7.559274,7.554213,7.546486,7.5399356,7.533023,7.5296383,7.529469,7.531225,7.535402,7.527899,7.5161095,7.469695,7.50999,7.173369,6.576521,5.7786546
4.784936,4.8084116,4.849959,4.8467617,5.0207734,5.2692366,5.800881,6.3293424,6.8331847,7.008915,7.2022333,7.281659,7.3588815,7.377563,7.408305,7.424903,7.44509,7.459412,7.4753175,7.4896894,7.5032353,7.5183454,7.53233,7.5484304,7.560373,7.573053,7.580381,7.589095,7.594961,7.5979586,7.596303,7.592018,7.586959,7.5792975,7.572673,7.56433,7.5589266,7.5560675,7.556763,7.5636625,7.55881,7.5458574,7.4970818,7.5336137,7.2025933,6.6236506,5.8277187
4.7942667,4.8138795,4.852557,4.8508363,5.0264397,5.2714167,5.8146687,6.366558,6.8858,7.0591645,7.2483234,7.323287,7.396039,7.412343,7.440339,7.455477,7.4739065,7.487949,7.505906,7.5226107,7.5364347,7.5504017,7.562906,7.5773206,7.588442,7.6002173,7.6068316,7.6150637,7.62094,7.6241026,7.6226783,7.618603,7.613662,7.606745,7.600795,7.5923276,7.585524,7.578751,7.5761666,7.5828304,7.5808597,7.573982,7.5263543,7.5537486,7.2180467,6.6465645,5.852428
4.805561,4.8200717,4.8549194,4.854968,5.0275307,5.258497,5.811901,6.397979,6.9403806,7.1110153,7.2957993,7.3659644,7.434685,7.449315,7.474039,7.487142,7.5065193,7.5230055,7.541708,7.558007,7.571104,7.583811,7.595213,7.60837,7.6186533,7.6294003,7.63523,7.642724,7.6483197,7.6512475,7.649779,7.645777,7.641023,7.634553,7.629064,7.6214294,7.6145945,7.604845,7.599208,7.6057673,7.605439,7.601417,7.552924,7.573319,7.2327776,6.663635,5.8712053
4.80911,4.8200297,4.8515086,4.8506193,5.0183525,5.236162,5.8019204,6.4243736,6.991357,7.159072,7.338532,7.402706,7.4671273,7.480815,7.5035625,7.515868,7.5371037,7.556012,7.574422,7.589013,7.6009007,7.6123614,7.62284,7.635079,7.6447453,7.6547756,7.660068,7.6671224,7.6726103,7.6755257,7.6741514,7.67035,7.6658163,7.659697,7.65461,7.6482253,7.642189,7.6311517,7.623544,7.629219,7.629023,7.6265607,7.577802,7.594794,7.2505436,6.679757,5.88785
4.805425,4.8169117,4.847035,4.8407583,5.005219,5.2214947,5.803239,6.4529467,7.0379677,7.203208,7.377072,7.434783,7.494249,7.5067425,7.5291605,7.5424347,7.5639167,7.582526,7.600112,7.613656,7.6248465,7.6356325,7.6454544,7.6570497,7.66635,7.675991,7.6809983,7.6878314,7.6932764,7.6962366,7.6949725,7.691347,7.6869726,7.681128,7.676321,7.670443,7.6648517,7.6542788,7.64662,7.651204,7.650215,7.648314,7.6007495,7.618688,7.2751656,6.7048717,5.911614
4.7846684,4.7964444,4.8262944,4.815172,4.9829164,5.2090344,5.813825,6.4881043,7.089203,7.2522798,7.4196916,7.4695425,7.5229955,7.534197,7.5575495,7.573317,7.5945992,7.611594,7.628051,7.640746,7.6514306,7.6617885,7.671076,7.682159,7.6912036,7.7006073,7.7054543,7.7122154,7.717704,7.7208314,7.719758,7.7163606,7.7121315,7.7065377,7.7019725,7.6964374,7.6912785,7.681845,7.6747775,7.6780853,7.675827,7.673826,7.6282697,7.649429,7.3101435,6.743597,5.949581
4.758668,4.767383,4.7968316,4.785882,4.9634132,5.2042165,5.829596,6.519032,7.1297803,7.291395,7.4536605,7.497148,7.5456285,7.555709,7.580191,7.598416,7.6192813,7.6345925,7.650508,7.663135,7.6737337,7.6839194,7.692849,7.703532,7.71237,7.721575,7.726285,7.73299,7.7385197,7.7417965,7.7408924,7.737681,7.733563,7.7281623,7.7237825,7.7185435,7.713659,7.704627,7.6976724,7.7003903,7.697672,7.695506,7.651517,7.67505,7.340819,6.780843,5.9876246
