5.8829913,5.9364815,5.9690065,5.988737,6.0025024,6.0100436,6.0128274,6.0105395,6.0062003,5.998083,5.9922433,5.9751253,5.957008,5.931763,5.9140043,5.896842,5.8918333,5.8982944,5.9116745,5.920587,5.920133,5.911519,5.8916,5.8781033,5.83535,5.7762074,5.692364,5.633695
5.9306164,5.978554,6.028575,6.066973,6.084232,6.0890684,6.088529,6.0809703,6.073233,6.0585294,6.045652,6.02948,6.0196953,6.005125,5.99472,5.9827704,5.976625,5.972309,5.974432,5.9849,5.9938316,5.993407,5.9790516,5.967913,5.9200053,5.853301,5.750299,5.669575
5.993517,6.0448117,6.1002192,6.1409483,6.157017,6.1588984,6.156078,6.1472654,6.1400456,6.1262345,6.113444,6.1022573,6.099358,6.094112,6.0901656,6.083866,6.078412,6.068999,6.063432,6.0688825,6.0769305,6.0789256,6.068817,6.06025,6.0142026,5.952164,5.8404875,5.741116
6.036123,6.0994563,6.1436276,6.167155,6.17793,6.178765,6.176355,6.17163,6.169017,6.1639633,6.159251,6.154299,6.152067,6.1486735,6.146218,6.1425004,6.1392956,6.1342835,6.129884,6.12639,6.122946,6.1195946,6.109608,6.1023107,6.064157,6.0163264,5.9114723,5.8076754
6.0729294,6.1440816,6.179584,6.1901484,6.1963334,6.197044,6.197407,6.196904,6.1964827,6.1959357,6.195728,6.194482,6.192948,6.1910872,6.1898627,6.188028,6.186344,6.184138,6.180602,6.1724963,6.162394,6.154241,6.1430063,6.136215,6.1058874,6.0722356,5.977847,5.8764396
6.0822573,6.1532288,6.186503,6.1944513,6.1991973,6.200845,6.204653,6.2062774,6.2047396,6.2025537,6.201343,6.1993957,6.197881,6.1959925,6.194783,6.192943,6.1913166,6.18933,6.186358,6.180109,6.1711206,6.1611013,6.147876,6.1404047,6.1136026,6.086572,6.0009885,5.9077406
6.0964174,6.16875,6.199305,6.2044744,6.2098923,6.213237,6.2182255,6.2203007,6.2181354,6.2152615,6.21379,6.211684,6.2102103,6.2084503,6.2074094,6.2057676,6.2043457,6.202847,6.200497,6.1952553,6.18696,6.177081,6.1630735,6.152981,6.126714,6.1050744,6.0256786,5.9363847
6.1045036,6.177755,6.2073464,6.2122498,6.2201276,6.2250896,6.228922,6.229572,6.22703,6.223755,6.2220383,6.2196527,6.2180343,6.216169,6.215134,6.2134876,6.2121286,6.210879,6.208987,6.2044687,6.1971955,6.1893406,6.175907,6.1631513,6.134491,6.1135178,6.0348926,5.945142
6.1161127,6.1896076,6.218585,6.223219,6.2328725,6.239044,6.2421813,6.241725,6.2386255,6.2346816,6.2325654,6.2295904,6.227541,6.225587,6.224842,6.2233305,6.2220545,6.2212377,6.2200203,6.216477,6.2103024,6.2037416,6.191215,6.178574,6.1498375,6.129069,6.050615,5.961083
6.12455,6.1985264,6.228013,6.23309,6.2437286,6.2503195,6.252906,6.2515864,6.2479963,6.243391,6.2408075,6.237349,6.23509,6.232875,6.232009,6.230514,6.2294397,6.2290015,6.228308,6.225555,6.2202473,6.214373,6.2028694,6.1920557,6.1643972,6.1429205,6.063698,5.9744534
