5.8738694,6.864093,7.780916,8.789771,9.327737,9.809664,9.966166,10.033,9.950686,9.804274,9.6561165,9.515316,9.448712,9.403654,9.423113,9.468519,9.566442,9.678273,9.843313,10.003478,10.207815,10.364159,10.555549,10.688249,10.8410635,10.929364,11.0250635,11.069976,11.131428,11.169942,11.221591,11.257974,11.302183,11.341391,11.397532,11.465369,11.545142,11.646421,11.750865,11.868363,11.956222,12.044315,12.096736,12.150929,12.181364,12.216065,12.23561,12.253908,12.258526,12.246663,12.21295,12.145777,12.000888,11.740974,11.1432495,9.962922,8.360373
7.1204205,8.863777,9.895593,10.783162,11.092533,11.364194,11.456429,11.52843,11.5243635,11.50966,11.48172,11.457148,11.446447,11.44601,11.461936,11.485611,11.522344,11.561739,11.615579,11.6671505,11.730468,11.77837,11.832676,11.867403,11.904683,11.924716,11.941803,11.94543,11.95197,11.956717,11.968216,11.979882,11.991828,12.001851,12.016587,12.034235,12.05428,12.080539,12.108413,12.141812,12.168321,12.196334,12.213474,12.232708,12.244964,12.257684,12.264021,12.264205,12.257458,12.238574,12.214796,12.195506,12.146924,12.073047,11.747323,11.111256,9.779187
8.555162,10.67232,11.523876,12.112495,12.24509,12.357264,12.399567,12.454636,12.482872,12.528279,12.561472,12.601271,12.626706,12.653098,12.667235,12.6786785,12.680749,12.679605,12.671085,12.661423,12.645408,12.632359,12.610534,12.591385,12.566215,12.550045,12.527031,12.511022,12.490746,12.478554,12.467659,12.463613,12.455835,12.448119,12.43799,12.426059,12.411198,12.394293,12.3785715,12.364246,12.355861,12.34952,12.346221,12.345471,12.347604,12.348456,12.347882,12.339645,12.328465,12.308654,12.291813,12.288519,12.284931,12.31252,12.186836,12.014545,11.003866
9.372171,11.2953415,11.779985,12.052327,12.140921,12.216931,12.246133,12.272805,12.276889,12.288822,12.299764,12.3247795,12.34968,12.372717,12.386847,12.399902,12.407718,12.414298,12.417829,12.4195385,12.418687,12.417325,12.412014,12.405794,12.397526,12.3924265,12.384182,12.377765,12.369122,12.363321,12.356926,12.353015,12.346687,12.340695,12.333574,12.326257,12.31735,12.308801,12.302049,12.29782,12.296583,12.2977705,12.299407,12.304036,12.309151,12.31439,12.316899,12.315507,12.310717,12.298411,12.283591,12.261231,12.234041,12.231936,12.137165,12.118284,11.32592
10.11958,11.867405,12.101098,12.154849,12.206903,12.244387,12.250353,12.262156,12.269798,12.279947,12.287729,12.308409,12.329804,12.34927,12.3610115,12.371533,12.377732,12.383355,12.386636,12.388297,12.387779,12.386641,12.382443,12.377611,12.37143,12.367816,12.361904,12.357277,12.350523,12.3454685,12.338269,12.332424,12.323944,12.316711,12.309568,12.303752,12.296959,12.291102,12.286743,12.284472,12.28417,12.285662,12.287201,12.291059,12.295089,12.299686,12.30216,12.304549,12.305162,12.30136,12.293241,12.273925,12.247104,12.231745,12.161166,12.256756,11.6375065
10.351611,11.962932,12.136195,12.150052,12.202248,12.233241,12.227441,12.241761,12.264116,12.285658,12.296512,12.313516,12.326523,12.340306,12.348995,12.356368,12.360441,12.36417,12.366073,12.366888,12.365685,12.364078,12.359287,12.354076,12.346922,12.342327,12.334689,12.328617,12.320025,12.313821,12.305548,12.299298,12.290008,12.282635,12.276695,12.2732525,12.269298,12.26633,12.264153,12.2632885,12.263534,12.264629,12.265448,12.267464,12.269557,12.272079,12.273417,12.27705,12.280645,12.282398,12.28036,12.276089,12.26114,12.238153,12.156432,12.241938,11.667074
10.562117,12.108616,12.211041,12.159467,12.191807,12.218384,12.225973,12.245225,12.2628,12.279969,12.287756,12.299169,12.307196,12.316557,12.322606,12.327093,12.329043,12.331055,12.331506,12.330825,12.328895,12.327545,12.323881,12.319811,12.314366,12.310966,12.305414,12.301073,12.294316,12.289067,12.282609,12.278135,12.271848,12.267153,12.263412,12.2612095,12.258338,12.256076,12.254566,12.254083,12.254406,12.255263,12.255764,12.257227,12.2589035,12.260703,12.261475,12.26362,12.26575,12.26647,12.265401,12.269938,12.266384,12.248587,12.175526,12.269072,11.753423
10.548467,12.142899,12.222069,12.141125,12.161433,12.193813,12.222931,12.246701,12.250826,12.2576475,12.261225,12.268682,12.275508,12.283168,12.288309,12.291927,12.293355,12.294917,12.294961,12.293575,12.291829,12.291529,12.289871,12.287431,12.284397,12.282705,12.280062,12.27809,12.27396,12.270173,12.266304,12.264248,12.262014,12.260661,12.259028,12.25722,12.254347,12.251642,12.250006,12.249492,12.249834,12.250835,12.251465,12.253359,12.255618,12.257699,12.25841,12.258188,12.25705,12.252982,12.249017,12.256035,12.259912,12.253977,12.192859,12.279773,11.789125
10.473094,12.186911,12.231998,12.119613,12.149668,12.187439,12.213624,12.231304,12.229555,12.233355,12.238029,12.246481,12.254521,12.263256,12.269357,12.274578,12.2773695,12.279476,12.279791,12.278754,12.277661,12.278148,12.277271,12.27516,12.2723465,12.270654,12.268135,12.266336,12.2621975,12.258247,12.254259,12.252237,12.250452,12.249678,12.248438,12.246857,12.24422,12.241773,12.240454,12.240226,12.2407055,12.241771,12.242396,12.244269,12.246507,12.248607,12.249345,12.249703,12.249302,12.244134,12.238409,12.245631,12.252474,12.25389,12.202247,12.286133,11.818969
10.326136,12.202661,12.2279415,12.096938,12.144428,12.186939,12.201145,12.210292,12.207446,12.211929,12.219288,12.230062,12.239621,12.250073,12.257612,12.264889,12.269435,12.272529,12.273546,12.273277,12.272886,12.27383,12.273068,12.27077,12.26731,12.264929,12.261421,12.2589245,12.253833,12.249221,12.2442255,12.241426,12.238771,12.237544,12.236111,12.234779,12.232553,12.230683,12.229865,12.230076,12.230816,12.23196,12.232503,12.234133,12.236087,12.238027,12.238751,12.240474,12.241951,12.237567,12.231328,12.237477,12.244351,12.250644,12.205986,12.287211,11.834385
