4.5533934,4.559327,4.564902,4.5692244,4.5722923,4.574948,4.5770435,4.579271,4.5807486,4.582533,4.5836267,4.585618,4.5873327,4.5895443,4.5909877,4.5938315,4.5966024,4.601013,4.605199,4.6102777,4.6150723,4.620896,4.6268015,4.6326632,4.6378193,4.6406612,4.6439853,4.647846,4.6502733,4.649279,4.6502795,4.652668,4.658896,4.665177,4.6773353,4.6889634,4.706397,4.7243614,4.723296,4.7795506,4.777279,5.3438096,7.087169,8.98967,9.895285,10.35857,10.58578,10.685278,10.7287035,10.739928,10.731894,10.706472,10.680748,10.633436,10.592311,10.549631,10.528831,10.509496,10.502615,10.490843,10.482725,10.474638,10.474175,10.4812155,10.495256,10.507178,10.522983,10.535618,10.551634,10.564071,10.572698,10.572597,10.571246,10.569296,10.567168,10.565828,10.564552,10.562521,10.555229,10.542311,10.522187,10.492607,10.450763,10.406923,10.371545,10.353941,10.359738,10.372845,10.38633,10.37601,10.367364,10.230436,10.068349,9.570764,9.009457,7.53443,6.071799,5.097771,4.957836
4.5585656,4.5650206,4.571018,4.5756345,4.5789533,4.5818753,4.5842323,4.5866814,4.588238,4.590055,4.591146,4.59305,4.5946455,4.5967007,4.5980406,4.6008224,4.603603,4.607995,4.6121526,4.61721,4.6219306,4.627559,4.633178,4.638814,4.6435714,4.6459327,4.6485553,4.6519475,4.653323,4.6512194,4.650707,4.6520796,4.6570187,4.6625047,4.674017,4.6856003,4.702489,4.7213554,4.6509604,4.7533984,5.2453365,6.400905,8.533179,10.441763,10.9712,10.959004,11.000714,10.987425,10.989327,10.982728,10.9730625,10.970647,10.977574,10.981356,10.980416,10.978255,10.976467,10.980154,10.987787,10.998568,11.0094185,11.018389,11.028999,11.0442915,11.062368,11.076466,11.090506,11.098916,11.109977,11.11937,11.128852,11.132674,11.139534,11.145215,11.153862,11.160634,11.17012,11.178733,11.195335,11.212157,11.229206,11.24267,11.256978,11.265202,11.269561,11.259769,11.241985,11.212212,11.190027,11.15645,11.138924,11.072224,11.01096,10.792154,10.51314,9.051236,7.3181353,5.771971,5.0948977
4.562744,4.569584,4.5759115,4.580781,4.584317,4.587465,4.590029,4.5926385,4.594243,4.596051,4.5971074,4.5988927,4.600356,4.6022396,4.603468,4.6061554,4.60891,4.6132402,4.617343,4.622349,4.6270046,4.6324997,4.637959,4.6434917,4.6480646,4.6502857,4.6523404,4.654972,4.655233,4.6523404,4.6506763,4.6511765,4.6551547,4.6601644,4.6711617,4.6825924,4.6991167,4.7189484,4.567876,4.719462,5.8906264,7.6008205,9.364028,10.629302,10.958987,10.911734,10.985327,11.014404,11.0082445,10.987873,10.969876,10.964226,10.974977,10.984139,10.9874735,10.992076,10.995496,11.002804,11.011341,11.024916,11.038166,11.049047,11.05982,11.073995,11.089177,11.100474,11.110215,11.115007,11.120799,11.126023,11.130298,11.130958,11.13323,11.135683,11.13944,11.142446,11.146615,11.150367,11.158199,11.165091,11.16931,11.168868,11.167249,11.159962,11.151741,11.132704,11.112815,11.076264,11.04036,11.002679,10.993213,10.939584,10.882611,10.73168,10.551358,9.579189,8.340523,6.5499334,5.233979
4.568775,4.576083,4.58282,4.588002,4.591799,4.595216,4.5980353,4.6008444,4.602512,4.6042953,4.605285,4.606895,4.608182,4.6098127,4.6108575,4.6133256,4.615939,4.620054,4.6239696,4.628743,4.6331816,4.6384025,4.643611,4.648959,4.653368,4.655674,4.657108,4.6584873,4.6572123,4.653508,4.6507297,4.6503973,4.653512,4.6581373,4.669127,4.68098,4.696196,4.7166104,4.4935565,4.7028217,6.5451145,8.803298,10.206007,10.860596,11.054766,11.000426,11.055676,11.0787325,11.064509,11.04506,11.03655,11.038109,11.048889,11.061468,11.069164,11.078515,11.084645,11.094795,11.105071,11.121943,11.138022,11.151066,11.162398,11.176221,11.189617,11.199093,11.205659,11.207494,11.209254,11.211508,11.212342,11.2109995,11.21154,11.213605,11.215884,11.217267,11.2187805,11.22003,11.224334,11.228034,11.228798,11.225125,11.219761,11.208689,11.197259,11.175235,11.153664,11.114533,11.076409,11.032604,11.013122,10.965486,10.923345,10.838374,10.741259,10.097769,9.1721,7.1732664,5.382891
4.5732493,4.58086,4.587863,4.593249,4.5972133,4.6008067,4.6038017,4.6067533,4.6084714,4.6102376,4.611171,4.612647,4.6138115,4.615219,4.616072,4.6182837,4.6207056,4.624533,4.6281953,4.632636,4.6367865,4.64171,4.64671,4.651931,4.656285,4.6587653,4.6597624,4.6600504,4.65764,4.653552,4.6502647,4.649523,4.652326,4.6569195,4.6681485,4.6803803,4.693549,4.7139444,4.4640865,4.713968,6.9114385,9.434,10.567239,10.85588,11.046349,11.057594,11.088673,11.0902195,11.07827,11.072453,11.080676,11.090243,11.094959,11.102654,11.108622,11.115661,11.1205015,11.12989,11.140295,11.157021,11.17287,11.185499,11.196157,11.209144,11.221511,11.23018,11.235754,11.236785,11.237555,11.239145,11.239052,11.236967,11.237342,11.239929,11.242097,11.242846,11.243096,11.243015,11.245639,11.248096,11.2480545,11.243831,11.237179,11.225034,11.212829,11.191797,11.17179,11.138698,11.111009,11.06597,11.031248,10.975009,10.935961,10.858457,10.771571,10.231121,9.419337,7.388969,5.477508
4.577684,4.585675,4.592975,4.598571,4.6027255,4.6065483,4.6097755,4.6129503,4.614779,4.6166115,4.6175504,4.6189713,4.6200657,4.621181,4.621694,4.6235714,4.6257987,4.629217,4.6324515,4.6363077,4.6399446,4.6443796,4.64907,4.6542134,4.658403,4.6606016,4.660814,4.6600943,4.656651,4.6521764,4.6482563,4.646926,4.649363,4.6540465,4.664415,4.6755295,4.686089,4.7075276,4.4413285,4.7339373,7.2353935,9.990991,10.9344225,10.931094,11.078096,11.10254,11.112813,11.107495,11.108428,11.115058,11.125184,11.134158,11.136248,11.14176,11.147167,11.157203,11.166665,11.1794195,11.190879,11.208286,11.223955,11.236951,11.247457,11.259274,11.270296,11.278358,11.283794,11.285067,11.286133,11.287704,11.288183,11.287062,11.28765,11.289585,11.290866,11.290869,11.289901,11.28857,11.289186,11.289254,11.285525,11.277328,11.266857,11.251099,11.235418,11.212069,11.190721,11.160372,11.138547,11.099247,11.06668,11.00767,10.96102,10.891599,10.825483,10.410661,9.731979,7.664079,5.607675
4.5790443,4.587234,4.594666,4.600343,4.60459,4.60855,4.611931,4.6152654,4.61718,4.619076,4.6200333,4.621434,4.622496,4.623331,4.623483,4.6249695,4.626947,4.6299353,4.632764,4.636072,4.639253,4.643266,4.6477456,4.653012,4.657076,4.6586237,4.658,4.6567893,4.652932,4.648333,4.644084,4.6423473,4.644727,4.6497602,4.6589985,4.668305,4.672459,4.6931553,4.4537344,4.794584,7.388341,10.196485,11.07958,10.981495,11.096076,11.1094475,11.113853,11.114745,11.129829,11.143635,11.147111,11.15127,11.153673,11.159771,11.166012,11.180352,11.194832,11.211113,11.223313,11.240905,11.2559185,11.269028,11.27943,11.2902355,11.300344,11.308243,11.314285,11.316491,11.318735,11.320877,11.32267,11.323044,11.323904,11.324724,11.325029,11.324566,11.322938,11.320954,11.320246,11.318309,11.310874,11.2984705,11.28426,11.26499,11.246015,11.219878,11.196451,11.166362,11.145834,11.114439,11.093622,11.036197,10.978856,10.905375,10.84452,10.48444,9.869598,7.811081,5.714921
4.5782943,4.5865836,4.5941067,4.5998883,4.6042647,4.6083865,4.6119075,4.615358,4.61732,4.619203,4.620114,4.6213937,4.6223464,4.622836,4.6226115,4.623544,4.625095,4.627666,4.630251,4.633175,4.6360254,4.63964,4.6439886,4.649767,4.6539,4.6544414,4.6526804,4.6511135,4.6469574,4.642183,4.6375546,4.635393,4.63782,4.6433682,4.6519675,4.659718,4.649947,4.665121,4.484929,4.90791,7.5760713,10.399743,11.212191,11.021202,11.104145,11.113057,11.123837,11.133756,11.149803,11.16323,11.165471,11.17029,11.174766,11.186462,11.198497,11.21686,11.23174,11.248809,11.261115,11.278785,11.293649,11.306676,11.316843,11.327209,11.336793,11.344362,11.350044,11.35198,11.353806,11.355576,11.356944,11.357132,11.35735,11.357462,11.357008,11.356131,11.353805,11.351198,11.349614,11.346747,11.337878,11.323988,11.3083515,11.28792,11.268454,11.241257,11.216298,11.183468,11.159231,11.128934,11.113844,11.063505,11.010098,10.940921,10.882846,10.555113,9.977522,7.9256144,5.806199
4.5736327,4.5816617,4.5889025,4.5944295,4.5985866,4.6025333,4.605974,4.6093264,4.6111984,4.6129274,4.6137137,4.6147966,4.6156087,4.6157703,4.6152177,4.6154904,4.6164346,4.6184163,4.620721,4.6234417,4.626311,4.6299953,4.634525,4.640689,4.6447825,4.6444836,4.6420636,4.64064,4.6368923,4.6324463,4.6281123,4.6259885,4.6290054,4.6353636,4.644083,4.6508813,4.6207776,4.628046,4.5582423,5.102064,7.7573786,10.496902,11.264135,11.042783,11.104179,11.109356,11.133569,11.154325,11.165487,11.174729,11.177511,11.18551,11.19374,11.212098,11.229714,11.250613,11.263946,11.28034,11.2922735,11.309714,11.32447,11.337161,11.347002,11.357268,11.366695,11.374026,11.379152,11.380483,11.381455,11.382663,11.383049,11.382373,11.381661,11.381327,11.3804035,11.379328,11.37661,11.373694,11.37186,11.368932,11.360096,11.34631,11.330634,11.310342,11.291636,11.264485,11.238893,11.20321,11.174308,11.142997,11.131051,11.089578,11.0456705,10.981941,10.9228325,10.611932,10.056881,8.02742,5.9133344
4.567538,4.575248,4.5820208,4.5869937,4.5905623,4.5939956,4.5972247,4.6003976,4.602126,4.603679,4.6043487,4.605276,4.605994,4.605916,4.6051145,4.6047926,4.6051264,4.6063285,4.608168,4.6108236,4.6140757,4.6183605,4.623321,4.6293845,4.6330514,4.6322436,4.629715,4.6286883,4.6258187,4.6221676,4.6187735,4.6171436,4.621142,4.6283937,4.637655,4.6440396,4.594098,4.5948915,4.646649,5.3188276,7.9438477,10.578285,11.301852,11.06065,11.10651,11.109268,11.141147,11.169402,11.179531,11.187819,11.190934,11.201704,11.213615,11.234771,11.252773,11.274214,11.287628,11.303973,11.315645,11.332776,11.347207,11.359518,11.369031,11.379056,11.388285,11.395467,11.400381,11.401511,11.4022,11.403219,11.403189,11.40211,11.40086,11.400173,11.398943,11.39778,11.394857,11.391771,11.389809,11.386796,11.377771,11.363702,11.347595,11.326914,11.307965,11.280864,11.25551,11.220322,11.191462,11.161966,11.152406,11.115908,11.076474,11.017058,10.960526,10.687447,10.177265,8.162231,6.0284753
