5.35884,5.3986297,5.4364543,5.4522467,5.4612675,5.460973,5.44683,5.4269204,5.4135275,5.4119506,5.3958783,5.3790736,5.3750925,5.379605,5.3759923,5.367153,5.356051,5.340957,5.3287387,5.306876,5.283546,5.2463837
5.413274,5.4482527,5.4880857,5.5192194,5.530731,5.5154552,5.4995236,5.4918942,5.4845767,5.481654,5.472383,5.4631357,5.4562364,5.4521914,5.444459,5.4346223,5.4233017,5.4086943,5.401118,5.370277,5.3192363,5.261423
5.4740076,5.517246,5.5644784,5.600734,5.6141515,5.596059,5.582327,5.5805893,5.574804,5.5691004,5.561183,5.5549493,5.5474296,5.5413857,5.534552,5.526898,5.519019,5.503221,5.4877934,5.445012,5.3869243,5.316121
5.504627,5.566405,5.6233435,5.650523,5.6642675,5.6587276,5.6499586,5.642822,5.632393,5.6242375,5.6104574,5.5998306,5.594516,5.5951824,5.594434,5.591212,5.5887055,5.570168,5.536852,5.485558,5.44817,5.381219
5.540191,5.611601,5.670872,5.6896744,5.7013683,5.7029257,5.699369,5.6926055,5.6826305,5.674371,5.66035,5.649711,5.6462502,5.6493573,5.6504,5.6480002,5.645775,5.6271834,5.594455,5.5430245,5.507236,5.4319906
5.558357,5.626056,5.6795444,5.6946783,5.703244,5.703621,5.7027345,5.7009525,5.6955504,5.689359,5.680046,5.673106,5.6702776,5.670948,5.669087,5.663863,5.657234,5.64109,5.625171,5.581628,5.53038,5.441363
5.5737734,5.6408896,5.692098,5.7042804,5.7115192,5.712973,5.715321,5.717079,5.713418,5.7065296,5.6986003,5.6936197,5.691879,5.692547,5.6903744,5.684741,5.6774035,5.6628456,5.653357,5.6125565,5.5554457,5.460644
5.577663,5.6446958,5.696449,5.708935,5.717384,5.7203126,5.7240224,5.726246,5.7219152,5.7136254,5.7046537,5.6994495,5.6979914,5.699561,5.6986585,5.6944933,5.6892605,5.6753154,5.66307,5.6209245,5.5667605,5.4749737
5.5866294,5.6506042,5.702236,5.718137,5.7302904,5.7349954,5.737356,5.7358007,5.732663,5.7290416,5.7217727,5.7152047,5.711055,5.7102633,5.7097797,5.70776,5.704136,5.6915936,5.6800966,5.6389685,5.5863743,5.495654
5.594387,5.6539516,5.705145,5.7259793,5.742283,5.7475977,5.74794,5.742804,5.74111,5.7423735,5.736912,5.728895,5.7218175,5.7182503,5.717417,5.7168293,5.7143226,5.7032833,5.693195,5.6539726,5.6034794,5.514085
5.6012425,5.6570187,5.7073774,5.7318225,5.750079,5.75374,5.7555695,5.754182,5.7529073,5.751576,5.7451754,5.7376437,5.7310996,5.727819,5.7259536,5.7244787,5.7226896,5.7133975,5.7046704,5.667613,5.6198378,5.5321727
5.6091924,5.660781,5.709216,5.7360363,5.7551703,5.756801,5.761246,5.76562,5.764506,5.7585573,5.7506213,5.744336,5.7397556,5.738021,5.7351074,5.732004,5.7307296,5.72289,5.7146854,5.6795697,5.6353993,5.550499
5.618181,5.6647825,5.7102704,5.738756,5.758754,5.759281,5.7648153,5.7718253,5.7718434,5.765197,5.7573524,5.7515597,5.7477345,5.7465262,5.7433076,5.7398515,5.739406,5.73235,5.7230396,5.6888566,5.6490865,5.567913
5.6326303,5.674418,5.7167025,5.7458787,5.768061,5.7708917,5.77731,5.7832537,5.7832475,5.7773776,5.770248,5.7648983,5.761641,5.7608094,5.7577844,5.7545366,5.75476,5.7483997,5.738763,5.7058954,5.669525,5.592008
5.6460314,5.685051,5.725387,5.754345,5.780018,5.788583,5.795811,5.7971606,5.7950697,5.7900953,5.7835245,5.7785864,5.775757,5.7752366,5.772577,5.769725,5.7702355,5.764797,5.7570176,5.725976,5.6900535,5.61312
5.667055,5.704566,5.7439675,5.772881,5.8013434,5.814358,5.8223805,5.820391,5.8170094,5.812975,5.807099,5.8026013,5.80012,5.79979,5.797611,5.7951207,5.7953243,5.7901073,5.7837048,5.7545815,5.7186584,5.6461444
5.6842685,5.7218757,5.761639,5.791118,5.819834,5.8325257,5.840948,5.8398385,5.837228,5.8334846,5.82803,5.8237715,5.8214025,5.8210487,5.819086,5.8166413,5.816289,5.810576,5.804008,5.775657,5.739296,5.673585
5.708191,5.746693,5.7873244,5.816872,5.8453293,5.857523,5.8664103,5.8664513,5.864854,5.861509,5.8566594,5.852779,5.8506527,5.850352,5.84895,5.8464675,5.844458,5.8368483,5.828638,5.8018103,5.7690983,5.712023
5.7244425,5.7640133,5.805438,5.8344936,5.8624916,5.874577,5.883747,5.8842974,5.8832393,5.8801985,5.8757944,5.872225,5.8703446,5.8701596,5.869369,5.866789,5.8628983,5.8530083,5.842613,5.8172464,5.7904134,5.738601
5.751959,5.792301,5.834061,5.8622313,5.889435,5.9013267,5.9107966,5.9119716,5.911581,5.908923,5.9050727,5.9018817,5.9002976,5.900241,5.899856,5.8973927,5.8928967,5.8822193,5.8705497,5.846705,5.8244605,5.7782135
5.7742643,5.8148794,5.85653,5.883882,5.910366,5.9220853,5.931694,5.9332438,5.933255,5.9308367,5.9273252,5.9243646,5.9229608,5.922978,5.922582,5.920375,5.916812,5.9072022,5.8958416,5.872762,5.851433,5.8077807
5.7975345,5.841891,5.8865066,5.912612,5.9379597,5.9495754,5.9594855,5.961576,5.961979,5.9596453,5.956452,5.9538507,5.9530187,5.953509,5.9532795,5.9512753,5.9484024,5.9398685,5.929284,5.9078474,5.8880396,5.8482656
5.8115506,5.8605604,5.909106,5.9341183,5.9584203,5.969965,5.980053,5.982472,5.9832764,5.9812164,5.978376,5.9760075,5.975393,5.9760113,5.975925,5.9742007,5.971773,5.9641294,5.954578,5.9347777,5.9160056,5.8793373
5.8313947,5.8848753,5.936844,5.960001,5.9825573,5.993842,6.0036674,6.005962,6.008584,6.009078,6.0080175,6.0056505,6.0028653,6.0009084,6.000766,6.0004845,5.9988775,5.992303,5.9836783,5.965949,5.9491653,5.917415
5.8532124,5.907517,5.960274,5.9825745,6.0040407,6.014679,6.024007,6.026226,6.030476,6.0332417,6.0336823,6.031196,6.0263133,6.0219336,6.021653,6.022649,6.021803,6.016234,6.0084047,5.9926147,5.9778657,5.950817
5.8844166,5.9347706,5.985888,6.0102534,6.0321307,6.0407133,6.0491843,6.052238,6.0561686,6.0579047,6.057733,6.0553923,6.0517964,6.0488677,6.0486593,6.049275,6.0488577,6.04437,6.0374975,6.0238094,6.0110145,5.9887023
5.923505,5.966244,6.0124946,6.0385833,6.0616536,6.0695066,6.078359,6.0826936,6.0859118,6.085627,6.0841446,6.081902,6.080501,6.080122,6.079934,6.0797176,6.0799522,6.0770583,6.07166,6.0603848,6.049594,6.031416
5.959788,5.995246,6.035188,6.059628,6.0837097,6.094455,6.1060863,6.11149,6.1152735,6.1146407,6.1128907,6.1104975,6.109341,6.109359,6.1090646,6.109044,6.110371,6.109458,6.106042,6.097363,6.08848,6.073469
6.007987,6.0371647,6.0709624,6.0926156,6.116574,6.129851,6.143889,6.1502,6.1549964,6.154775,6.1531534,6.150502,6.1492324,6.149194,6.148418,6.14865,6.15174,6.153677,6.1526184,6.146981,6.140665,6.129179
6.0484476,6.075471,6.1069293,6.127108,6.149631,6.1622295,6.1761146,6.182902,6.1883507,6.1886234,6.187134,6.18429,6.1833067,6.1835256,6.1819043,6.1817575,6.1864266,6.1908937,6.191417,6.188022,6.1840568,6.175656
6.1082454,6.132984,6.1618743,6.1803093,6.200843,6.2122316,6.2253513,6.232276,6.2385225,6.2398167,6.238826,6.235852,6.234846,6.235038,6.2330627,6.233354,6.240135,6.247535,6.249864,6.249172,6.248228,6.2437825
6.1550426,6.1776648,6.2043457,6.221536,6.240908,6.251816,6.2644367,6.271141,6.277961,6.2802467,6.279833,6.276807,6.275291,6.2750263,6.273447,6.2749095,6.283184,6.292337,6.2958236,6.2970104,6.298255,6.2967157
6.2267632,6.24658,6.2703857,6.2860394,6.304032,6.3144083,6.326556,6.3331304,6.340526,6.343751,6.344061,6.3412914,6.3399143,6.3398786,6.3392677,6.3423653,6.3527174,6.364231,6.369439,6.372962,6.376497,6.3782487
