4.474453,4.479138,4.486636,4.494481,4.5026655,4.510638,4.518655,4.5264654,4.532825,4.537261,4.538163,4.5387244,4.539567,4.5401044,4.5400176,4.539991,4.5400276,4.540381,4.5406613,4.540083,4.537398,4.527754,4.5141172,4.4961386,4.479171,4.464448,4.4544735,4.4493413,4.446102,4.4434314,4.4389668,4.43431,4.4284487,4.4247384,4.4203863,4.4179063,4.4154577,4.4145584,4.4131265,4.4121156,4.410599,4.409454,4.408564,4.4079924,4.4067774,4.405812
4.488666,4.4943576,4.5034046,4.5129747,4.522861,4.5332694,4.544957,4.5567417,4.565661,4.57228,4.574477,4.576256,4.577823,4.579063,4.579287,4.579618,4.579835,4.5806365,4.58129,4.580605,4.577207,4.566112,4.5501957,4.5288715,4.506829,4.483376,4.466742,4.4618983,4.4601803,4.4563437,4.4501796,4.4444447,4.437839,4.434135,4.4297347,4.4271517,4.4245996,4.423658,4.422197,4.4211893,4.419641,4.418455,4.4175105,4.4169083,4.415713,4.414783
4.4988813,4.505324,4.515553,4.526411,4.53721,4.549589,4.5654125,4.581565,4.592721,4.600677,4.6034174,4.605245,4.6065555,4.607484,4.607614,4.6073794,4.606896,4.6071305,4.607602,4.605939,4.6017537,4.59244,4.5780897,4.553503,4.526267,4.499561,4.4804506,4.4733186,4.469716,4.464768,4.4578786,4.4518948,4.4452696,4.441732,4.4373446,4.4346027,4.431878,4.4308414,4.4292755,4.4282155,4.426608,4.4253945,4.424417,4.4238095,4.422646,4.4217563
4.5130315,4.5207496,4.532738,4.5457034,4.5595474,4.575129,4.593657,4.612143,4.625016,4.63421,4.63746,4.639515,4.640813,4.6417694,4.642019,4.641614,4.6407747,4.64067,4.6409435,4.6384287,4.633377,4.624245,4.60996,4.583125,4.5522757,4.521887,4.499123,4.48898,4.483083,4.477137,4.4695315,4.463013,4.455972,4.4523287,4.447791,4.4449286,4.4421315,4.4411187,4.4396753,4.43877,4.437294,4.4361143,4.435068,4.434331,4.4330907,4.4321284
4.5229096,4.5316935,4.5450153,4.5596867,4.5768547,4.5949903,4.613402,4.6310186,4.64412,4.6536903,4.6570716,4.659307,4.660756,4.661968,4.6624374,4.6622715,4.661551,4.6614532,4.661591,4.6587744,4.6532645,4.6428785,4.6274185,4.6005716,4.5696464,4.537556,4.5123296,4.500069,4.4926004,4.486309,4.478433,4.47146,4.463905,4.459965,4.455207,4.452318,4.4495697,4.4486647,4.447466,4.446803,4.445552,4.4444475,4.443348,4.442451,4.441089,4.4400005
4.536637,4.5468674,4.562041,4.5788946,4.599661,4.6208572,4.6403995,4.6582265,4.671737,4.681458,4.6847343,4.686779,4.6881075,4.6892667,4.6897917,4.68964,4.688887,4.6886163,4.688514,4.685181,4.6790733,4.667663,4.6512766,4.624014,4.5924416,4.558482,4.530844,4.5166097,4.507514,4.5004654,4.4919662,4.48454,4.47649,4.4722505,4.4671597,4.4641,4.461166,4.4601817,4.4588833,4.4581795,4.456945,4.455926,4.454963,4.4542184,4.4530087,4.4520526
4.5473113,4.55873,4.5755777,4.5941772,4.6171136,4.640058,4.6605997,4.678785,4.692396,4.7019396,4.7050357,4.7067194,4.7077017,4.7085295,4.7089386,4.708653,4.7078314,4.7073746,4.707072,4.703372,4.6969075,4.6850595,4.6682873,4.640588,4.60848,4.573738,4.5451903,4.530218,4.520314,4.512557,4.503448,4.4958096,4.487501,4.4830513,4.477659,4.474387,4.4711547,4.4699636,4.46833,4.4673805,4.465988,4.4650106,4.4642334,4.4637656,4.4628005,4.4620667
4.5611777,4.574248,4.5940294,4.6154203,4.640742,4.6646886,4.6848664,4.70223,4.715773,4.725583,4.729187,4.7308784,4.731205,4.731424,4.7316885,4.731315,4.7305255,4.7299895,4.729551,4.725571,4.718819,4.7068424,4.689731,4.660529,4.6267104,4.5910087,4.5618606,4.546364,4.5357184,4.527039,4.517117,4.509277,4.500682,4.495936,4.490173,4.4866776,4.483115,4.481691,4.479769,4.478654,4.4771423,4.4761524,4.4753375,4.4748425,4.473845,4.473067
4.573329,4.5881114,4.6111417,4.6353106,4.661951,4.685568,4.704711,4.7209,4.73409,4.744153,4.748498,4.75044,4.7501707,4.749795,4.749878,4.7494226,4.7487087,4.7481694,4.747671,4.7435946,4.736769,4.725016,4.707877,4.677296,4.6419787,4.605991,4.5770793,4.5616884,4.550754,4.5412993,4.530654,4.522712,4.5138917,4.508839,4.502701,4.4989915,4.495088,4.493406,4.4912133,4.489967,4.4883184,4.4872317,4.486185,4.4854226,4.4841537,4.483099
4.586258,4.603269,4.630062,4.6572337,4.684617,4.7074723,4.7263894,4.742175,4.754774,4.7646194,4.769463,4.7716475,4.7710457,4.770227,4.7700477,4.7694035,4.7686896,4.76802,4.767362,4.763103,4.756177,4.7444606,4.727339,4.6962852,4.660551,4.6245904,4.5962987,4.5822835,4.571752,4.5607853,4.548672,4.540706,4.531688,4.5262,4.5194926,4.5154023,4.511393,4.5099425,4.5079803,4.506852,4.5050874,4.5036917,4.502255,4.5010786,4.4993386,4.497814
