6.65226,6.6396947,6.624367,6.6143317,6.600957,6.589983,6.577623,6.564461,6.5484076,6.5270023,6.508303,6.47389,6.435358,6.3813195,6.340247,6.2895412,6.2570424,6.216191,6.1909666,6.159016,6.1397667,6.1118035,6.09136,6.064917,6.0433836,6.013927,5.9823866,5.9459157,5.893288,5.900227,5.698273,5.24498,4.724633,4.446532,4.2620707,4.2396193,4.2247634,4.210511,4.189483
6.6426916,6.62975,6.614093,6.6039295,6.590291,6.5790186,6.5657163,6.55247,6.5389576,6.519678,6.5001316,6.4637446,6.4239454,6.3688807,6.327501,6.2766438,6.244118,6.203362,6.178294,6.14647,6.127261,6.0996933,6.079747,6.0538564,6.0326166,6.0029764,5.971291,5.9350295,5.884167,5.895463,5.696905,5.242671,4.721682,4.4457765,4.261767,4.2368135,4.2206717,4.2075834,4.186207
6.631294,6.617725,6.6014724,6.5909977,6.576792,6.5648766,6.5502496,6.5362186,6.523916,6.5052414,6.483522,6.444734,6.4042044,6.34967,6.30971,6.2599545,6.2273426,6.1866765,6.1618867,6.129831,6.110065,6.082923,6.0639777,6.0387635,6.017742,5.988211,5.956736,5.9207,5.871752,5.8863783,5.6946373,5.250749,4.7346997,4.453492,4.2624803,4.2344275,4.2171636,4.205668,4.184392
6.624047,6.609955,6.5931973,6.582433,6.5676875,6.555127,6.5395293,6.5243325,6.510789,6.490557,6.4668303,6.426725,6.386001,6.3330646,6.2957945,6.2480097,6.2152104,6.174476,6.1498833,6.117307,6.0966578,6.069434,6.0511355,6.026607,6.006143,5.9771414,5.9461102,5.910282,5.8625765,5.878438,5.6931815,5.2639112,4.7539754,4.461753,4.26031,4.2317805,4.215606,4.205619,4.185236
6.6130815,6.5983186,6.580884,6.5696874,6.554087,6.5406036,6.5241613,6.50757,6.4912286,6.4678826,6.4415174,6.400819,6.3618484,6.3118505,6.2767153,6.230435,6.197609,6.157014,6.132745,6.099644,6.0779705,6.0502205,6.0321074,6.008155,5.9884086,5.959842,5.929086,5.893304,5.8468623,5.8625326,5.686765,5.2819166,4.7862935,4.483437,4.268361,4.2353983,4.216337,4.206294,4.1864066
6.6046543,6.5894675,6.5715904,6.5600853,6.5438323,6.5297084,6.51307,6.495712,6.4767246,6.450573,6.422439,6.3822045,6.346004,6.2985806,6.2636423,6.2174153,6.184746,6.144426,6.1204257,6.087127,6.064916,6.036516,6.0180163,5.994187,5.974893,5.94641,5.9156065,5.879648,5.833855,5.848415,5.679884,5.2948804,4.8131347,4.506051,4.2819147,4.243057,4.2187266,4.207054,4.186919
6.5933747,6.5776124,6.559047,6.546991,6.529714,6.514596,6.4972296,6.478898,6.4576764,6.42944,6.4002714,6.360477,6.325923,6.280132,6.2454886,6.1995354,6.1671195,6.1271605,6.1034536,6.0699234,6.047099,6.0178666,5.9988174,5.9752307,5.9565606,5.9277973,5.8964086,5.860693,5.8146906,5.8237085,5.6590633,5.2935905,4.8314323,4.5305376,4.303781,4.256049,4.2235966,4.210021,4.1896005
6.585796,6.569649,6.5505595,6.5380325,6.5199575,6.5040755,6.48591,6.4669805,6.4451666,6.4167056,6.3878126,6.3482375,6.313396,6.267408,6.2328815,6.1871767,6.1549706,6.115248,6.0916815,6.058037,6.034908,6.0051227,5.9856267,5.9621983,5.9439125,5.9146385,5.8824515,5.847231,5.8002205,5.802345,5.635863,5.278214,4.8300905,4.542436,4.321267,4.266952,4.228239,4.2134686,4.192818
6.5759635,6.55935,6.539615,6.5264955,6.5073934,6.490507,6.4713054,6.4515367,6.428843,6.3997726,6.3706126,6.3309693,6.296066,6.2501535,6.2157836,6.170293,6.138233,6.098607,6.0750413,6.0412407,6.0178747,5.987361,5.967107,5.9433336,5.924996,5.8949046,5.8617573,5.8271084,5.778373,5.7711153,5.600563,5.249969,4.8175144,4.5461516,4.334735,4.276743,4.233657,4.2174554,4.196131
6.568767,6.551873,6.5317225,6.518193,6.498385,6.4807963,6.460828,6.440449,6.417255,6.3877907,6.3582306,6.31831,6.283323,6.23745,6.2031736,6.1577787,6.1257577,6.0860662,6.0623655,6.028526,6.005215,5.974244,5.953312,5.9288435,5.9099727,5.8790326,5.8450937,5.810848,5.7602453,5.744907,5.568822,5.2194896,4.796647,4.5388746,4.3383207,4.2810154,4.237262,4.220142,4.1980443
