4.5290046,4.548503,4.568797,4.6187387,4.6626396,4.7859163,4.9011292,5.1997695,5.520875,5.897609,6.1039143,6.3415146,6.462855,6.6008267,6.6685076,6.760412,6.821879,6.8943133,6.9476166,7.002876,7.0473995,7.0855584,7.123679,7.156756,7.199666,7.2358155,7.282931,7.3158846,7.36227,7.396243,7.435404,7.456294,7.4803963,7.491746,7.4974895,7.492903,7.4938912,7.4822383,7.45088,7.3644314,7.2696385,6.988925,6.579628,5.917713,5.2165065,4.6669984,4.5891814,4.579431,4.5782747,4.578225,4.576956,4.5774183,4.579699,4.5829277,4.5857525,4.5895696,4.5925555,4.5954947,4.5977874,4.601116,4.6041975,4.6065874,4.6082544,4.6090164,4.6099186,4.6109047,4.6126223,4.6141543,4.6161804,4.6174493,4.6195374,4.621173,4.624047,4.626471,4.6292005,4.631054,4.633857,4.636765,4.641139,4.645654,4.6499076,4.6538014
4.5347166,4.5576863,4.5771327,4.643786,4.6918583,4.9258146,5.218211,5.726867,6.163251,6.6466894,6.89095,7.1470942,7.2526245,7.366902,7.408105,7.4530253,7.4689636,7.4917827,7.5100584,7.5372496,7.563472,7.5826564,7.601966,7.619988,7.643455,7.662976,7.687718,7.7050676,7.726631,7.741219,7.7500105,7.747745,7.7415543,7.7336526,7.721159,7.7105045,7.7006264,7.695368,7.6974335,7.6874948,7.7070518,7.5734987,7.3746324,6.7133975,5.710807,4.831314,4.6477437,4.5832486,4.5889163,4.59375,4.5897026,4.5879455,4.589913,4.5928974,4.5959215,4.5998874,4.6030517,4.6062994,4.6089025,4.612517,4.615777,4.618211,4.619948,4.620898,4.622047,4.6232133,4.625052,4.6265755,4.6286316,4.629972,4.632118,4.633771,4.6364374,4.638547,4.6408324,4.6423616,4.6450105,4.647977,4.652403,4.656979,4.66127,4.665114
4.539316,4.5646615,4.584093,4.6588492,4.6882524,5.0287514,5.5492682,6.199547,6.5850315,6.9868236,7.172302,7.365208,7.439742,7.5155396,7.535965,7.5598364,7.5685177,7.590656,7.6121078,7.6320424,7.647346,7.65908,7.670803,7.6819406,7.6975336,7.7115345,7.728621,7.739509,7.754362,7.7654366,7.774472,7.776103,7.7747617,7.770372,7.763871,7.756502,7.7392316,7.72416,7.7270555,7.7253537,7.7270837,7.637591,7.6096067,7.0642524,6.0109863,5.0078874,4.719305,4.5827103,4.596154,4.6067,4.6002936,4.5966806,4.5983706,4.601079,4.6041784,4.608202,4.6114926,4.6149883,4.617835,4.621596,4.624909,4.627347,4.629137,4.6302333,4.6315813,4.632889,4.6348553,4.636421,4.6385584,4.6399693,4.6423182,4.6441913,4.646732,4.648465,4.6503434,4.6516366,4.6542425,4.6573544,4.661891,4.6665416,4.6708684,4.6746497
4.543327,4.5703173,4.5899444,4.679095,4.707684,5.149367,5.8608847,6.6297865,6.97537,7.3045363,7.4317102,7.563799,7.6100936,7.6555786,7.664347,7.680399,7.690614,7.7115865,7.730509,7.7439475,7.751044,7.756181,7.761109,7.7664356,7.775557,7.7849855,7.7961044,7.802275,7.8120565,7.820377,7.8283715,7.8313184,7.8318686,7.829201,7.826073,7.8212423,7.803936,7.78576,7.7800183,7.7750387,7.7720222,7.7227707,7.8018894,7.3502684,6.3262367,5.2541714,4.8255024,4.5847282,4.607533,4.6250362,4.6156745,4.6097217,4.611078,4.6136003,4.6170125,4.621349,4.6249504,4.6288643,4.6320453,4.6360497,4.6394615,4.641905,4.643729,4.6449795,4.646531,4.6479654,4.650075,4.651734,4.654055,4.6557355,4.657466,4.658203,4.6593695,4.6602325,4.6613765,4.6624866,4.66492,4.6680546,4.6726246,4.677345,4.6817293,4.6855226
4.5446954,4.5715637,4.5910397,4.691455,4.7351456,5.2157555,5.9785767,6.7738976,7.1032615,7.3988485,7.4957037,7.5991726,7.6351047,7.6744294,7.687033,7.7130275,7.733571,7.755752,7.7700634,7.782282,7.7886996,7.7925076,7.7960024,7.8003263,7.808547,7.81739,7.828109,7.834212,7.844012,7.8524456,7.8600554,7.8623466,7.862416,7.859721,7.8566303,7.85264,7.842338,7.828365,7.8087335,7.788497,7.7889605,7.74863,7.813478,7.388591,6.4647703,5.4250784,4.9043303,4.588496,4.6167336,4.6382957,4.6270742,4.6196375,4.6207924,4.6233172,4.6270905,4.631807,4.635727,4.6399937,4.643414,4.6476173,4.651113,4.6535635,4.6553926,4.656722,4.6583667,4.65984,4.6620116,4.663738,4.6661954,4.668139,4.668824,4.667826,4.6672525,4.6672883,4.6678195,4.668908,4.671162,4.674202,4.6787214,4.6834674,4.6878967,4.6917596
4.5500565,4.5759873,4.587826,4.6926255,4.7475624,5.2774606,6.1142845,6.9520407,7.2625003,7.521238,7.5861707,7.6631145,7.693091,7.7303743,7.7477536,7.776233,7.7969985,7.8169127,7.827477,7.8358717,7.840281,7.8450165,7.850534,7.855778,7.8639855,7.872124,7.8811793,7.885846,7.8930783,7.8993325,7.904074,7.9045377,7.901077,7.895516,7.891471,7.8892255,7.8842463,7.874385,7.8503156,7.823523,7.821552,7.78676,7.859572,7.459435,6.582826,5.547601,4.96805,4.6047564,4.6353517,4.657484,4.643287,4.6335893,4.634535,4.637031,4.6412334,4.64645,4.650837,4.655658,4.659496,4.6640434,4.6677322,4.670286,4.6722465,4.673827,4.6757016,4.677327,4.679305,4.6806374,4.6823306,4.683644,4.683149,4.6811213,4.679516,4.679117,4.679338,4.680461,4.6827073,4.685785,4.6903477,4.6951313,4.699575,4.7034354
4.556421,4.5805917,4.5820355,4.6815867,4.737778,5.2936053,6.1746054,7.038136,7.33693,7.576296,7.6261387,7.694852,7.728034,7.770089,7.7916946,7.8174725,7.831727,7.8481584,7.857569,7.863605,7.867743,7.875451,7.885098,7.892738,7.9022064,7.910403,7.91839,7.9218817,7.926603,7.930519,7.932309,7.9309845,7.923636,7.914638,7.908634,7.907035,7.9039316,7.8969793,7.877703,7.852915,7.8448696,7.8052855,7.884591,7.488178,6.6041617,5.563044,4.9858375,4.6235695,4.6521764,4.6716647,4.6557727,4.6447206,4.645474,4.6479435,4.652454,4.65808,4.6628804,4.668211,4.672454,4.677329,4.681227,4.683959,4.6860967,4.6878986,4.689905,4.6915803,4.6932206,4.69405,4.6948137,4.695286,4.6941786,4.6921325,4.6905537,4.69027,4.690618,4.6918473,4.69425,4.697449,4.7021,4.7068973,4.711313,4.715112
4.5660295,4.5870295,4.577594,4.6680837,4.714724,5.299311,6.2459307,7.149399,7.431625,7.646622,7.679747,7.7398424,7.7772036,7.8193045,7.83865,7.8607,7.87135,7.8834267,7.891014,7.8995876,7.907844,7.917018,7.926855,7.9343777,7.943155,7.9507475,7.957564,7.959987,7.963174,7.9659815,7.9664984,7.9645076,7.956405,7.9468307,7.9368935,7.931238,7.928143,7.9244905,7.909498,7.8871264,7.87483,7.8336964,7.923063,7.5337896,6.6461477,5.595188,5.008513,4.638065,4.6646605,4.683732,4.669189,4.6585073,4.6586304,4.6610274,4.665931,4.6721253,4.67751,4.6835947,4.688441,4.693752,4.6979384,4.701084,4.70346,4.705277,4.70695,4.7080755,4.709326,4.710168,4.7112894,4.712275,4.7113442,4.7090335,4.7073517,4.707138,4.7076283,4.7090216,4.7116246,4.714961,4.7196913,4.7244763,4.728844,4.732566
4.572552,4.59049,4.575866,4.6549873,4.677291,5.275636,6.283354,7.226113,7.4936724,7.692113,7.7178855,7.775267,7.8160305,7.855625,7.8694897,7.887564,7.896772,7.906693,7.9143715,7.9274035,7.940219,7.949423,7.95722,7.9632893,7.9706163,7.9775486,7.983698,7.9855933,7.98849,7.9913883,7.9921904,7.9905066,7.9838033,7.975546,7.962479,7.951946,7.9465504,7.943913,7.9327664,7.913935,7.8994465,7.857347,7.9532247,7.5691466,6.6812444,5.623116,5.025815,4.646383,4.6713357,4.6915774,4.6803017,4.671227,4.6706114,4.672921,4.6781316,4.6848197,4.690731,4.697506,4.70291,4.7086253,4.7130566,4.716552,4.7190375,4.720689,4.7218747,4.7223563,4.7233844,4.724555,4.726631,4.7286468,4.728559,4.726405,4.724947,4.7248397,4.7255435,4.7271147,4.729911,4.7333426,4.7380977,4.7428174,4.7471023,4.750733
4.5756035,4.591386,4.5792437,4.6451564,4.6227727,5.2252216,6.3082485,7.302775,7.5553665,7.7394567,7.761958,7.8155165,7.85438,7.8906946,7.9019694,7.9161944,7.9233794,7.935578,7.9472327,7.9612646,7.973374,7.981967,7.9887733,7.9939947,8.000454,8.006901,8.012454,8.013863,8.016281,8.018971,8.019649,8.018,8.011564,8.003621,7.9906497,7.9796495,7.9714165,7.9664226,7.957738,7.942201,7.9255347,7.882397,7.9814267,7.6063566,6.7343583,5.6756606,5.0550904,4.6564183,4.680887,4.7028513,4.6941338,4.68626,4.6850076,4.687263,4.692795,4.6999946,4.7064385,4.713883,4.7198195,4.7260137,4.7306337,4.734068,4.7363124,4.737764,4.738785,4.739188,4.740307,4.741659,4.744057,4.7462873,4.7469893,4.745735,4.7448835,4.7447953,4.7457,4.7474365,4.7503853,4.75386,4.758574,4.763185,4.7673054,4.7709603
