4.813618,4.8201375,4.829396,4.8360825,4.846888,4.855779,4.859777,4.8570995,4.8689723,4.888463,4.9165764,4.94545,4.9885926,5.0323896,5.082916,5.1231747,5.146979,5.1618,5.1749344,5.187014,5.1952715,5.2030983,5.207372,5.211248,5.212914,5.2133965,5.212401,5.2095466,5.206116,5.199214,5.1929097,5.193785,5.190111,5.1594863,5.115204,5.0828447,5.0321407,4.9523993,4.875721,4.843314,4.8257327,4.8215246,4.8172793,4.8124886,4.8061604,4.8019695,4.797625,4.7957516,4.793063,4.7912264
4.8229914,4.8293686,4.8386855,4.8455915,4.856834,4.866033,4.8716,4.870858,4.8858337,4.9086814,4.945043,4.9838033,5.041713,5.0974,5.1540613,5.19523,5.219868,5.2349195,5.248834,5.2620234,5.2712164,5.280112,5.284995,5.289798,5.2922244,5.2934537,5.292745,5.2897296,5.2860184,5.2829094,5.280777,5.279193,5.2694216,5.234727,5.1879854,5.1561694,5.100532,5.0060577,4.912144,4.870704,4.8458614,4.83785,4.8309054,4.8255057,4.818469,4.8137994,4.809098,4.8072133,4.804219,4.8020253
4.830731,4.8368545,4.8459787,4.852858,4.864159,4.873408,4.879796,4.8801875,4.8974347,4.922743,4.9628124,5.006369,5.0778666,5.1432667,5.1928344,5.221742,5.244484,5.260625,5.2742643,5.2867923,5.295143,5.3027897,5.3066025,5.3108015,5.3134756,5.3149085,5.3142533,5.310274,5.3059745,5.313341,5.3243494,5.325843,5.311856,5.2792044,5.231494,5.1872263,5.11909,5.0232763,4.930626,4.8882804,4.861148,4.850354,4.8411565,4.8355136,4.828043,4.822934,4.817922,4.8160315,4.8126187,4.8099303
4.842012,4.8476257,4.8562655,4.8629417,4.87412,4.8833146,4.8907776,4.8927794,4.912852,4.9413195,4.989213,5.041095,5.1222587,5.1920342,5.2372413,5.258664,5.27984,5.2960577,5.308987,5.3209095,5.3291564,5.336078,5.338715,5.3418384,5.34422,5.345361,5.344606,5.3403845,5.3357882,5.3417993,5.351255,5.35128,5.3369007,5.305557,5.259433,5.214942,5.145978,5.0504966,4.9568496,4.912109,4.8811445,4.8670754,4.855236,4.849109,4.84139,4.8363633,4.8313746,4.8294463,4.825092,4.821228
4.8504734,4.8556013,4.8637204,4.8701134,4.8810277,4.89007,4.898197,4.9013147,4.9232297,4.9538746,5.009183,5.067981,5.149307,5.21535,5.2603865,5.2823553,5.302935,5.318217,5.3303638,5.3419757,5.3507633,5.357716,5.359632,5.3617315,5.3634276,5.363923,5.362954,5.359221,5.354722,5.3495636,5.3452363,5.3405104,5.3294125,5.298471,5.2557235,5.2215915,5.1625056,5.0695996,4.974668,4.928074,4.894337,4.8784113,4.865045,4.85849,4.850832,4.8463173,4.841633,4.8396435,4.8343997,4.8294163
4.8636756,4.8677773,4.8747926,4.8806176,4.8909945,4.899741,4.9087563,4.9135175,4.9398785,4.9760466,5.04455,5.114063,5.192878,5.249473,5.2922883,5.314432,5.3334823,5.3474717,5.3592257,5.370981,5.3803368,5.3870797,5.3879666,5.3885045,5.3890605,5.388518,5.3872447,5.3830686,5.3779807,5.3680253,5.357792,5.347393,5.334459,5.307272,5.2700963,5.2365913,5.177319,5.0868144,4.9940305,4.9479713,4.912927,4.894584,4.8789415,4.871773,4.8637595,4.8593445,4.8544216,4.8520374,4.846283,4.840963
4.8747435,4.878345,4.8847504,4.890171,4.900088,4.9085207,4.9178476,4.9234743,4.954041,4.995871,5.07626,5.154583,5.228727,5.2744956,5.314792,5.337539,5.3550715,5.3678727,5.379583,5.3915925,5.4010916,5.4075475,5.40785,5.4074903,5.4073887,5.4060802,5.4043965,5.3992515,5.3933697,5.3847685,5.376263,5.362173,5.3449855,5.322019,5.289031,5.248571,5.182167,5.093727,5.005454,4.961532,4.9269238,4.9070854,4.889831,4.8821955,4.873683,4.8690166,4.8636484,4.860922,4.855321,4.8505006
4.8868804,4.8927045,4.901164,4.907057,4.9169917,4.9250226,4.933163,4.9376345,4.970904,5.018157,5.1106963,5.1987443,5.2697845,5.305934,5.343637,5.3662376,5.3820786,5.3933005,5.404296,5.415519,5.423998,5.4299297,5.4304485,5.431167,5.4325047,5.431197,5.4280796,5.4217362,5.4154034,5.406384,5.397615,5.382137,5.3637013,5.342346,5.3090262,5.259375,5.1859694,5.1018896,5.020302,4.978337,4.943425,4.921652,4.9025316,4.8945236,4.8856254,4.880725,4.87555,4.8733373,4.868332,4.863903
4.897592,4.906037,4.91689,4.9234004,4.933496,4.941213,4.947887,4.950697,4.985527,5.0367956,5.1373997,5.2318935,5.301886,5.3326464,5.368393,5.3902507,5.40509,5.4152355,5.4252453,5.435122,5.442086,5.4475,5.4487824,5.4513607,5.454644,5.4539804,5.449823,5.4427276,5.436158,5.426593,5.4175057,5.402952,5.385327,5.362922,5.326595,5.2712,5.194765,5.115086,5.0375195,4.993557,4.956188,4.934243,4.9149346,4.9066024,4.897302,4.892124,4.887247,4.885724,4.8813977,4.8773246
4.9148293,4.9229345,4.9331646,4.939411,4.9490128,4.9563,4.9620028,4.963999,5.0015235,5.0575094,5.165517,5.2653913,5.3354216,5.362471,5.396326,5.4170866,5.4314833,5.4411187,5.450074,5.458624,5.4645185,5.4695325,5.4713593,5.4744473,5.477762,5.477685,5.4743276,5.46727,5.4600234,5.449738,5.440225,5.4259086,5.4086003,5.384702,5.347568,5.2944045,5.2215414,5.146582,5.0670934,5.0113454,4.9658823,4.947731,4.931857,4.9229736,4.9129634,4.9074078,4.90217,4.900543,4.8972707,4.8946176
