5.8015676,5.867548,5.932252,5.9893103,6.0291033,6.0429344,6.0302515,6.0046415,5.9854293,5.968975,5.9664965,5.9509754,5.9319005,5.909167,5.8954062,5.8793736,5.872961,5.879434,5.893452,5.902948,5.903093,5.8940287,5.8761306,5.862595,5.8373775,5.8133154,5.763179,5.7126904
5.894077,5.9931645,6.069684,6.1262302,6.1637096,6.1785836,6.175083,6.1529717,6.126673,6.10509,6.102392,6.098036,6.095097,6.08057,6.063748,6.047176,6.0406075,6.0467324,6.057352,6.053055,6.040149,6.0304136,6.0155745,6.0025935,5.9689527,5.932007,5.855581,5.778849
5.982733,6.094375,6.1661415,6.206499,6.2289333,6.236999,6.239328,6.2314653,6.2188926,6.2072735,6.2043753,6.2001657,6.197392,6.1873307,6.1763153,6.1653347,6.1603293,6.1603417,6.1627164,6.157361,6.1480103,6.1417522,6.129201,6.1199884,6.076546,6.0156074,5.9138746,5.8297057
6.0792785,6.1988955,6.265762,6.2925105,6.3049088,6.305295,6.3045945,6.3009195,6.297724,6.293377,6.2905593,6.2868342,6.28448,6.279318,6.274508,6.2694,6.2663484,6.262631,6.2592897,6.253819,6.2475667,6.2436132,6.2332516,6.226135,6.1829896,6.12183,6.0140676,5.923681
6.1273026,6.2465196,6.312257,6.3372936,6.352011,6.3489103,6.3374543,6.3238573,6.318581,6.313439,6.310974,6.308422,6.3073773,6.3048806,6.3025413,6.299778,6.2978277,6.2954445,6.2927556,6.2875953,6.28125,6.2767653,6.267157,6.258777,6.226449,6.191134,6.1013923,6.008756
6.1682415,6.2878375,6.35321,6.3751802,6.386701,6.3787627,6.3625197,6.3461566,6.34201,6.3379436,6.33551,6.332923,6.3317704,6.330242,6.329331,6.3280168,6.3269434,6.3257017,6.3236966,6.319,6.312421,6.3060827,6.2966795,6.2900805,6.2680726,6.2515564,6.1731772,6.0756025
6.1764016,6.2962294,6.3622293,6.382205,6.3878555,6.376923,6.364001,6.3525305,6.3512225,6.348884,6.3461504,6.3423834,6.33983,6.336986,6.335547,6.3338566,6.3329144,6.332253,6.330927,6.32669,6.319829,6.311432,6.301502,6.2980533,6.280345,6.266633,6.188629,6.087531
6.188248,6.306525,6.372105,6.390661,6.392505,6.381573,6.37459,6.368295,6.3672156,6.364377,6.361061,6.356302,6.35292,6.349437,6.347916,6.346258,6.3455963,6.3455663,6.3449855,6.341636,6.3353076,6.327308,6.3164725,6.3096166,6.290947,6.279848,6.2097325,6.119329
6.1926146,6.3097544,6.374331,6.392589,6.3942776,6.3862505,6.3851457,6.382323,6.3793316,6.374381,6.37043,6.36507,6.361492,6.357861,6.356371,6.3548,6.3543205,6.3546624,6.354625,6.352164,6.346833,6.3409777,6.3294888,6.3164983,6.2927237,6.280279,6.218441,6.145249
6.199974,6.3201294,6.3835163,6.4004574,6.4032173,6.397818,6.3997254,6.3982854,6.3939366,6.3872724,6.382493,6.376153,6.3720284,6.3679895,6.3665075,6.3650436,6.3648424,6.3657174,6.3664026,6.3650336,6.3608747,6.356425,6.345587,6.3322964,6.3069005,6.2902856,6.2316113,6.171367
