5.4595194,5.2895093,5.9904695,7.1629977,9.7276,12.226409,14.524896,15.609712,16.611351,16.905548,17.076223,16.913412,16.683636,16.382849,16.183704,16.019014,15.931695,15.880386,15.869812,15.898984,15.946692,16.011122,16.054396,16.106546,16.137222,16.176744,16.205942,16.252419,16.303387,16.378271,16.461128,16.548975,16.636509,16.717585,16.775337,16.807013,16.771297,16.702463,16.552046,16.415728,16.205135,16.045254,15.852149,15.741901,15.64016,15.614473,15.612328,15.651391,15.710881,15.776233,15.841104,15.884024,15.906114,15.899632,15.88202,15.844655,15.809407,15.768841,15.743651,15.726032,15.724643,15.732407,15.744854,15.769023,15.79067,15.810293,15.810937,15.784909,15.727425,15.639078,15.516921,15.369972,15.190187,15.01525,14.831181,14.70151,14.577035,14.504666,14.430739,14.392047,14.330298,14.282211,14.206084,14.1466,14.047626,13.963112,13.848559,13.761213,13.668337,13.615126,13.580456,13.58028,13.590101,13.615313,13.636254,13.666091,13.6913,13.721905,13.736061,13.782381,13.829351,13.950794,14.074513,14.2217245,14.305401,14.389597,14.361003,14.155516,13.632009,12.6617365,11.148589,8.920896,6.868719,5.846018,5.425994,5.3354425,5.3889837,5.4028096,5.416093
5.4715586,5.273532,7.3420424,10.449766,15.52254,19.640451,22.373953,22.654884,23.1713,23.206455,23.35417,23.418903,23.458426,23.473057,23.4946,23.50496,23.499073,23.494568,23.49551,23.511257,23.53156,23.567335,23.597273,23.63873,23.668024,23.70413,23.728167,23.758108,23.781683,23.811157,23.839052,23.870165,23.897507,23.916262,23.930904,23.942898,23.946592,23.942184,23.929092,23.916952,23.894556,23.87546,23.847435,23.827307,23.810972,23.808369,23.810013,23.818102,23.829811,23.841906,23.854292,23.861162,23.862171,23.856663,23.85111,23.83899,23.825994,23.80952,23.79876,23.78696,23.780884,23.77214,23.766056,23.758247,23.753048,23.744564,23.73518,23.716267,23.69106,23.655489,23.609543,23.553837,23.485207,23.417854,23.345276,23.292349,23.241276,23.21066,23.186277,23.179865,23.171116,23.166132,23.13929,23.105782,23.030048,22.950745,22.841019,22.750248,22.648788,22.577637,22.515394,22.476995,22.447758,22.422108,22.396048,22.365238,22.339497,22.31786,22.307049,22.319147,22.343885,22.408962,22.4769,22.512514,22.488464,22.381092,22.192444,21.965448,21.382927,20.118853,17.71707,13.767478,9.680726,7.087972,5.6220274,5.283102,5.3564205,5.397977,5.444999
5.629002,5.7836633,10.042188,15.785757,21.094677,23.328196,24.935555,24.86065,25.101282,25.146538,25.262049,25.354637,25.436724,25.511316,25.574997,25.62904,25.655218,25.677744,25.69021,25.706621,25.717659,25.739222,25.758287,25.784996,25.803925,25.825584,25.837942,25.850677,25.857225,25.864185,25.868952,25.87504,25.879211,25.879154,25.880974,25.885721,25.895094,25.902775,25.917786,25.9316,25.950893,25.964354,25.977545,25.982594,25.990637,25.995882,26.000092,26.00074,26.000633,25.998882,25.997095,25.99394,25.989052,25.984297,25.982538,25.980278,25.977543,25.97354,25.970427,25.966587,25.964142,25.96209,25.961681,25.96078,25.960001,25.958591,25.956934,25.953674,25.949541,25.94435,25.937273,25.927582,25.915283,25.902882,25.891352,25.884739,25.880606,25.87855,25.882713,25.890919,25.900324,25.906301,25.8973,25.877985,25.832413,25.782837,25.714087,25.655615,25.58782,25.53519,25.48391,25.4426,25.406837,25.366137,25.325653,25.273277,25.230263,25.18178,25.15173,25.120989,25.105534,25.099367,25.107237,25.082418,25.033241,24.886366,24.705067,24.57584,24.27812,23.722572,22.090052,19.098413,14.707076,9.817998,6.0285206,5.272237,5.3597493,5.4058776,5.4815836
6.134007,7.3777256,13.402926,20.500837,24.6643,24.226757,24.409973,24.272198,24.366549,24.485182,24.55641,24.591856,24.62277,24.652292,24.683422,24.722729,24.754465,24.79016,24.81215,24.835445,24.846964,24.864449,24.877289,24.892376,24.900496,24.907324,24.90827,24.907745,24.905174,24.90322,24.901678,24.899956,24.899323,24.899792,24.901834,24.904804,24.906443,24.905285,24.90392,24.903418,24.903557,24.904173,24.905779,24.907545,24.91254,24.917868,24.923294,24.926577,24.930351,24.93241,24.933842,24.933186,24.930687,24.9281,24.927382,24.9279,24.928865,24.930471,24.931248,24.934366,24.937496,24.947184,24.95761,24.972744,24.984123,24.99778,25.006498,25.016232,25.022903,25.031305,25.039198,25.047178,25.056921,25.066473,25.081522,25.097124,25.116522,25.129625,25.145779,25.15726,25.166746,25.169228,25.163372,25.152172,25.134115,25.117567,25.094946,25.075262,25.049793,25.025442,24.997469,24.967478,24.93886,24.90058,24.862373,24.810366,24.768824,24.712358,24.671814,24.609451,24.560905,24.498312,24.45931,24.408665,24.37281,24.269403,24.171495,24.139322,24.153513,24.451494,24.089392,23.131012,19.572887,13.077135,7.14531,5.6516056,5.397703,5.425906,5.5379367
6.931248,9.849567,16.183739,22.141,25.393204,24.576427,24.570501,24.53226,24.593103,24.658562,24.6858,24.693844,24.712164,24.739244,24.766993,24.805788,24.838238,24.878065,24.905106,24.93465,24.949745,24.972097,24.988184,25.005789,25.014082,25.02005,25.019403,25.01794,25.015146,25.013056,25.011444,25.009422,25.008188,25.007923,25.009027,25.011024,25.012482,25.01207,25.012068,25.012564,25.014484,25.01658,25.020756,25.024624,25.031038,25.036451,25.042557,25.046635,25.05166,25.055199,25.05818,25.059923,25.06107,25.062561,25.064615,25.067533,25.069702,25.073048,25.075613,25.080267,25.083984,25.092068,25.099657,25.110598,25.118675,25.128359,25.134594,25.141916,25.147442,25.154516,25.16193,25.170052,25.180668,25.19147,25.207134,25.222183,25.24032,25.252533,25.266855,25.27642,25.284231,25.286077,25.282547,25.275358,25.264608,25.255041,25.24156,25.228882,25.210884,25.1912,25.167124,25.138655,25.11012,25.071747,25.034637,24.984396,24.944685,24.88858,24.846676,24.78217,24.732681,24.66204,24.61247,24.558899,24.531204,24.475822,24.427237,24.35087,24.33208,24.672781,24.66685,24.687363,21.937456,15.537935,8.986804,6.498519,5.430531,5.4356384,5.6007824
7.8680234,12.621509,18.680874,22.561954,24.877605,24.393925,24.537912,24.614439,24.678972,24.680988,24.68735,24.689062,24.701958,24.724766,24.746431,24.778221,24.805164,24.842194,24.870283,24.903343,24.92191,24.949966,24.970625,24.992874,25.003174,25.010708,25.010334,25.010386,25.009396,25.009386,25.009796,25.01011,25.010618,25.011044,25.0122,25.013954,25.015553,25.015865,25.016499,25.017143,25.018816,25.020412,25.024067,25.027662,25.033157,25.037773,25.04421,25.049734,25.05709,25.063402,25.069271,25.0743,25.079494,25.08474,25.089052,25.093006,25.094875,25.098024,25.101145,25.105818,25.109234,25.114164,25.117643,25.122715,25.126354,25.130527,25.132923,25.13544,25.136751,25.137957,25.138803,25.13959,25.141588,25.14434,25.149883,25.155848,25.163977,25.169916,25.177633,25.183435,25.1876,25.187952,25.183914,25.17756,25.166061,25.154743,25.138403,25.123,25.102068,25.080612,25.05558,25.027386,24.998909,24.962471,24.928415,24.883549,24.848513,24.798979,24.76113,24.70685,24.668055,24.61091,24.569647,24.523012,24.497913,24.470602,24.444565,24.326149,24.22922,24.381424,24.418495,24.981245,23.011282,17.41634,10.948713,7.5003047,5.5274115,5.4929357,5.696433
8.442563,14.192127,20.128681,22.918169,24.758064,24.458975,24.604929,24.642138,24.669924,24.656992,24.6817,24.713182,24.733948,24.753794,24.770033,24.794641,24.818163,24.85201,24.878412,24.90943,24.926668,24.953106,24.972843,24.993298,25.001966,25.006872,25.004189,25.001549,24.998322,24.99528,24.992867,24.990429,24.98881,24.987959,24.988192,24.989119,24.99025,24.990658,24.99135,24.991919,24.99325,24.994434,24.997852,25.001514,25.006891,25.011377,25.018047,25.024115,25.032406,25.03971,25.046408,25.052235,25.058409,25.064653,25.069637,25.074284,25.07661,25.080582,25.084455,25.090385,25.09477,25.10148,25.106472,25.11375,25.119013,25.125122,25.128767,25.132948,25.13541,25.137632,25.138868,25.139734,25.14145,25.144047,25.149036,25.15414,25.161446,25.167114,25.174679,25.180513,25.184439,25.184412,25.18005,25.173601,25.161848,25.150303,25.133741,25.118246,25.097277,25.075926,25.051016,25.023275,24.995403,24.96037,24.92788,24.885788,24.853235,24.807667,24.772844,24.724047,24.689804,24.642014,24.609564,24.560074,24.522131,24.46691,24.421766,24.344954,24.299835,24.398027,24.410831,25.075787,23.375965,18.268038,11.967417,8.070543,5.6459002,5.5739822,5.780057
8.997104,15.592176,21.391054,23.207926,24.631643,24.507366,24.63307,24.607218,24.618338,24.62296,24.664474,24.710794,24.734797,24.749693,24.759514,24.776472,24.7961,24.82619,24.850454,24.878916,24.894493,24.919273,24.938377,24.957476,24.964895,24.967564,24.962791,24.957579,24.952272,24.946724,24.942478,24.938923,24.93661,24.934813,24.934242,24.934631,24.93591,24.937021,24.9388,24.940115,24.942429,24.944239,24.948536,24.952784,24.958801,24.963636,24.970877,24.977427,24.986254,24.993961,25.001081,25.007246,25.013699,25.020227,25.025436,25.03049,25.033321,25.037706,25.04168,25.04751,25.051645,25.058325,25.06351,25.071533,25.077738,25.085722,25.091232,25.097593,25.101585,25.105194,25.10704,25.108114,25.109623,25.112123,25.116856,25.121704,25.128473,25.133482,25.140749,25.146938,25.15083,25.15038,25.14536,25.13837,25.125687,25.113358,25.096022,25.080107,25.058638,25.036943,25.011518,24.983652,24.956032,24.922136,24.890903,24.851467,24.821428,24.78041,24.749407,24.707157,24.678078,24.640835,24.618174,24.572113,24.52888,24.451279,24.38837,24.358511,24.364042,24.399704,24.348608,25.030218,23.497217,18.754696,12.643805,8.521971,5.8384776,5.7225285,5.9091167
9.314295,16.33982,22.092693,23.445848,24.629139,24.531174,24.60885,24.550354,24.580961,24.625952,24.664145,24.6907,24.707531,24.717384,24.722467,24.735252,24.752468,24.780666,24.804155,24.831877,24.846952,24.872303,24.892715,24.913006,24.920858,24.923248,24.917606,24.91142,24.905546,24.899885,24.896524,24.8951,24.894726,24.893106,24.892359,24.89286,24.895035,24.897346,24.901085,24.903881,24.908491,24.912062,24.918388,24.923735,24.931059,24.936577,24.94455,24.951353,24.96012,24.967546,24.974678,24.980911,24.987291,24.99375,24.998966,25.004131,25.007286,25.011406,25.014742,25.018803,25.02117,25.024769,25.02739,25.032513,25.037266,25.044882,25.051329,25.058434,25.062878,25.066618,25.068106,25.068523,25.069183,25.07099,25.075155,25.079933,25.086002,25.089628,25.096067,25.102642,25.10672,25.106098,25.100857,25.093708,25.080732,25.068182,25.050892,25.035168,25.01371,24.991776,24.965725,24.9372,24.909172,24.87528,24.844133,24.805748,24.77705,24.738705,24.709995,24.67179,24.645954,24.614298,24.596153,24.560207,24.526487,24.456665,24.396923,24.37984,24.38912,24.381306,24.30279,25.03721,23.58997,18.908438,12.83109,8.707241,5.9982615,5.8539944,6.017549
9.5807905,16.864801,22.57346,23.624886,24.628963,24.52189,24.56903,24.506664,24.54813,24.608809,24.638088,24.647516,24.656815,24.663506,24.66784,24.680847,24.697453,24.725836,24.750225,24.77958,24.79614,24.821943,24.841505,24.861126,24.868826,24.872198,24.868153,24.863646,24.859095,24.854942,24.852833,24.85278,24.853214,24.851555,24.850573,24.85103,24.85381,24.857038,24.862339,24.866358,24.872822,24.87778,24.885847,24.892242,24.90075,24.906866,24.915548,24.922684,24.931599,24.938948,24.946117,24.952381,24.958736,24.965187,24.970407,24.975697,24.979143,24.983242,24.986301,24.989416,24.990788,24.99262,24.993753,24.99705,25.000696,25.007187,25.013226,25.020205,25.025087,25.029589,25.032076,25.033562,25.035112,25.037552,25.041769,25.046251,25.051191,25.053667,25.057844,25.0623,25.063864,25.061802,25.055311,25.047867,25.034243,25.021149,25.003002,24.986547,24.964348,24.941893,24.915215,24.886337,24.857988,24.824816,24.795265,24.759266,24.732124,24.6964,24.670097,24.635,24.611282,24.580196,24.560577,24.531385,24.508434,24.453924,24.405188,24.3942,24.398945,24.36706,24.277979,25.07701,23.646906,18.806099,12.667954,8.73722,6.193971,6.0247416,6.1517477
