6.0371037,6.387336,6.6972218,6.9699903,7.141407,7.2603755,7.3046336,7.31403,7.280195,7.2396874,7.179582,7.136887,7.0832915,7.049565,7.007091,6.9814343,6.9518013,6.937051,6.9251204,6.925591,6.93346,6.947691,6.963815,6.978207,6.986654,6.9993544,7.014118,7.052863,7.105704,7.1655297,7.2045546,7.21904,7.2172995,7.1089873,6.9640293,6.697369,6.460535,6.0819716
6.554512,7.0135007,7.3058124,7.5413513,7.6428523,7.7010655,7.7034206,7.700709,7.6827297,7.668287,7.645617,7.6274705,7.6044817,7.5901184,7.571047,7.5587535,7.5439644,7.5358806,7.528251,7.526668,7.5290675,7.5348907,7.5404434,7.5444856,7.545194,7.5477095,7.552428,7.5670404,7.5868773,7.6107607,7.627028,7.637884,7.645272,7.607235,7.5527625,7.405146,7.2422233,6.765208
7.099557,7.586471,7.793539,7.959421,7.9941535,8.00319,7.980627,7.9736075,7.969936,7.972542,7.9742656,7.9726515,7.9704027,7.9690933,7.967158,7.965764,7.9639115,7.962657,7.960518,7.9589972,7.959168,7.9598355,7.958354,7.954852,7.9498754,7.944344,7.9405174,7.9365497,7.932207,7.930437,7.9308257,7.93998,7.954061,7.9685593,7.9798145,7.9449706,7.874485,7.465692
7.345699,7.76143,7.868263,7.97756,7.9937453,7.999135,7.9865346,7.986579,7.9856577,7.983508,7.978509,7.973348,7.9673214,7.963868,7.9614553,7.961538,7.962428,7.9638257,7.9648795,7.9655204,7.9681616,7.970229,7.9697304,7.966273,7.9611187,7.954958,7.949835,7.946165,7.94411,7.94603,7.9493527,7.960804,7.9749537,7.987376,7.99263,7.989253,7.9714694,7.765471
7.5488005,7.898427,7.925797,7.996326,8.006927,8.015092,8.011551,8.013379,8.010624,8.004551,7.995077,7.987907,7.9800143,7.975634,7.97361,7.9751687,7.9786115,7.9822955,7.9860277,7.9884257,7.99326,7.996697,7.9972525,7.9938984,7.9884257,7.9812827,7.9747834,7.9702935,7.9683514,7.971745,7.976687,7.9915085,8.008448,8.025393,8.032799,8.044918,8.049536,7.9914494
7.5779967,7.8986506,7.910475,7.9813085,8.003639,8.0209055,8.021905,8.020036,8.011717,8.003836,7.9932113,7.985734,7.977669,7.9732466,7.9712553,7.972904,7.976669,7.9807363,7.984985,7.987857,7.993564,7.997851,7.999301,7.9964533,7.9911003,7.983717,7.977013,7.9721255,7.969542,7.97291,7.9781976,7.995436,8.015453,8.037682,8.050241,8.050544,8.035044,7.9968553
7.6080165,7.912578,7.915514,7.984545,8.009878,8.028117,8.027402,8.020008,8.007663,8.000835,7.9926457,7.986819,7.980232,7.976261,7.974406,7.9757795,7.979186,7.9829717,7.9870625,7.9898443,7.9948153,7.9982347,7.9988184,7.99595,7.99178,7.9862995,7.981064,7.977598,7.9760604,7.9801054,7.9856896,8.001724,8.018892,8.043797,8.063341,8.065338,8.046572,8.035337
7.5987086,7.9107265,7.922138,7.9932795,8.015226,8.028267,8.021672,8.010523,7.997688,7.993658,7.9893546,7.985711,7.9809155,7.977419,7.975394,7.976035,7.97832,7.981168,7.98433,7.986469,7.98976,7.9915113,7.9904494,7.987335,7.9846683,7.9819174,7.978907,7.977767,7.978156,7.983213,7.989077,8.001775,8.013058,8.036173,8.05913,8.0679655,8.055618,8.048546
7.604361,7.923797,7.9345803,8.003854,8.021503,8.029602,8.020822,8.012565,8.003615,8.000839,7.9971757,7.9935737,7.9885273,7.9847274,7.9820886,7.982171,7.983793,7.9862447,7.988903,7.9907107,7.9935374,7.99498,7.993608,7.990635,7.9886646,7.9870605,7.9850683,7.985082,7.9863386,7.99242,7.9994993,8.011489,8.020562,8.039289,8.057916,8.0680895,8.06184,8.065403
7.606054,7.936841,7.946274,8.013082,8.026145,8.030641,8.0224285,8.020556,8.017176,8.014093,8.008666,8.003785,7.9972696,7.992702,7.989214,7.9888787,7.990106,7.992441,7.994788,7.996412,7.999543,8.001579,8.00079,7.998195,7.9962974,7.994679,7.992838,7.9931154,7.994439,8.001265,8.00968,8.022766,8.032679,8.046605,8.057148,8.064921,8.062835,8.070114
7.59712,7.942757,7.9554114,8.021644,8.030582,8.032998,8.025312,8.027401,8.027023,8.022918,8.015839,8.010356,8.002995,7.997799,7.9934916,7.99264,7.9932156,7.9951534,7.996886,7.9981213,8.001203,8.003538,8.003014,8.000775,7.999309,7.998304,7.9971743,7.9981995,7.9998765,8.007393,8.016653,8.030823,8.041866,8.053766,8.060129,8.065954,8.064866,8.069769
7.5863304,7.9442472,7.96284,8.029448,8.035433,8.037903,8.031292,8.034956,8.035032,8.029477,8.020794,8.014886,8.0068865,8.001149,7.9960804,7.994703,7.9946227,7.996159,7.9973073,7.998201,8.00129,8.003982,8.003824,8.002029,8.001046,8.000656,8.000229,8.00191,8.00386,8.011745,8.021316,8.036362,8.048614,8.060409,8.065429,8.069773,8.067552,8.06431
7.5826726,7.9453053,7.9698186,8.036547,8.040649,8.044053,8.038331,8.041527,8.040525,8.034102,8.02453,8.018233,8.009677,8.003516,7.9977994,7.9959335,7.9953337,7.9966207,7.9974165,7.9981484,8.001366,8.004447,8.004766,8.003462,8.002904,8.002947,8.002988,8.005086,8.007234,8.015265,8.024911,8.040092,8.0525055,8.064457,8.069606,8.073829,8.071072,8.062319
7.5860605,7.949813,7.9789677,8.045628,8.048773,8.053916,8.049342,8.051269,8.048457,8.041302,8.031064,8.02441,8.015369,8.008862,8.002558,8.0002165,7.9991617,8.000282,8.00087,8.001569,8.005053,8.008617,8.009534,8.008776,8.008631,8.009,8.009398,8.011727,8.013925,8.021823,8.031281,8.046103,8.058143,8.070137,8.075826,8.080412,8.077306,8.056621
7.593682,7.957693,7.987508,8.053821,8.056774,8.063022,8.059318,8.060848,8.05718,8.049473,8.038657,8.031713,8.022274,8.015483,8.008707,8.005989,8.004592,8.005603,8.006065,8.006775,8.010493,8.014441,8.015807,8.015441,8.015575,8.016143,8.016769,8.019194,8.0213375,8.029027,8.038299,8.052743,8.064444,8.075972,8.081385,8.086018,8.082939,8.050125
7.602642,7.967306,7.9985175,8.064455,8.067155,8.075091,8.072895,8.074183,8.069798,8.06175,8.050645,8.043602,8.034107,8.02733,8.020471,8.017623,8.016143,8.017166,8.017699,8.018555,8.0226555,8.027057,8.028915,8.028912,8.029278,8.029948,8.030717,8.033086,8.035016,8.042279,8.051241,8.064994,8.076043,8.086456,8.09101,8.095913,8.093404,8.0346775
7.6061583,7.972282,8.006144,8.072072,8.074339,8.083687,8.082855,8.084119,8.07945,8.071407,8.060418,8.053509,8.044305,8.037807,8.03126,8.028568,8.027268,8.028386,8.029095,8.030129,8.03455,8.039259,8.041419,8.041603,8.042086,8.042788,8.043614,8.045897,8.047625,8.054547,8.063299,8.076492,8.086984,8.096337,8.1,8.105318,8.103603,8.018872
7.613442,7.9804783,8.016115,8.0813055,8.082983,8.094393,8.095644,8.096861,8.091783,8.083791,8.073024,8.066327,8.057618,8.051612,8.045646,8.043278,8.042384,8.04375,8.044855,8.046221,8.051094,8.056147,8.058629,8.058926,8.05937,8.059846,8.060486,8.062359,8.063632,8.069862,8.078138,8.090351,8.09996,8.1077175,8.110085,8.115679,8.114764,7.995903
7.6202555,7.9870577,8.022588,8.086742,8.088023,8.100966,8.103816,8.104982,8.099584,8.091628,8.0810175,8.074463,8.066124,8.060505,8.055001,8.052898,8.052366,8.053975,8.055453,8.057107,8.062301,8.067541,8.070201,8.070492,8.070784,8.07093,8.071261,8.072664,8.073507,8.079114,8.086929,8.098319,8.10724,8.113816,8.115254,8.120832,8.120256,7.979336
