5.0405707,5.0638995,5.116429,5.169764,5.21313,5.2513857,5.328819,5.399959,5.432129,5.4478827,5.465042,5.4816804,5.493693,5.5049562,5.5113115,5.51361,5.5110545,5.50517,5.499349,5.4948163,5.4929085,5.482544,5.4645624,5.4237447,5.3699894,5.2959933,5.2188582,5.139721,5.0752435,5.0324373,5.0123863,5.01321
5.067955,5.1060934,5.186703,5.2645793,5.320989,5.3595047,5.438491,5.510197,5.5455594,5.563911,5.5809712,5.5970244,5.6091266,5.6206384,5.6266356,5.631857,5.633944,5.633902,5.6317267,5.628839,5.6257176,5.6147265,5.5975614,5.566997,5.5196295,5.431223,5.326108,5.2186065,5.1271005,5.064387,5.030687,5.02577
5.1054044,5.160214,5.2637134,5.3611674,5.44435,5.4973507,5.5685134,5.623656,5.656411,5.6756816,5.691537,5.7066226,5.7184157,5.7300024,5.735803,5.7436366,5.7497005,5.7548356,5.7560325,5.7540507,5.7490163,5.737195,5.7209578,5.696407,5.6554637,5.5732894,5.461856,5.3284736,5.2011724,5.1100116,5.055382,5.043663
5.1301346,5.1923475,5.298931,5.399408,5.509306,5.584993,5.644511,5.6757007,5.701628,5.719635,5.734121,5.7487087,5.7601385,5.7717443,5.777756,5.7863016,5.793142,5.799453,5.801554,5.799102,5.792614,5.7801843,5.764163,5.7363725,5.6968193,5.6386256,5.547576,5.405843,5.25415,5.1418324,5.0708675,5.0557556
5.172529,5.259413,5.377626,5.4757056,5.5900054,5.666406,5.7155986,5.733889,5.7546506,5.7705626,5.783121,5.796343,5.8069396,5.8180027,5.824058,5.831804,5.837352,5.842406,5.8440228,5.8409624,5.834205,5.8219485,5.806593,5.778401,5.741021,5.6971326,5.6176963,5.4719405,5.3055167,5.1780047,5.093691,5.074201
5.207048,5.3200665,5.4503665,5.5416865,5.6369214,5.693242,5.7387524,5.7612114,5.7809477,5.7949996,5.806156,5.817999,5.8278217,5.838144,5.8440714,5.849947,5.8528314,5.854852,5.8548274,5.851321,5.8456035,5.834232,5.819594,5.7933097,5.7571893,5.711248,5.6299753,5.487338,5.3243613,5.1969013,5.1104107,5.088246
5.2418156,5.372091,5.515452,5.607968,5.691602,5.7317753,5.7716575,5.7936563,5.8107886,5.822516,5.831955,5.8428774,5.852911,5.8633094,5.8690767,5.873297,5.8739223,5.873467,5.872182,5.8687296,5.864387,5.855023,5.8415833,5.813474,5.7738914,5.7254944,5.6421747,5.4949822,5.3315306,5.2122607,5.132247,5.1073303
5.2608557,5.3931794,5.543779,5.6422048,5.7225995,5.754875,5.790899,5.81091,5.8257966,5.8360453,5.844744,5.8558397,5.866731,5.8777947,5.883527,5.8871837,5.887079,5.885679,5.8837767,5.880544,5.877117,5.869367,5.8566647,5.825357,5.780515,5.7270703,5.6398396,5.4872246,5.324766,5.217206,5.1474824,5.1212735
5.28737,5.4254565,5.58254,5.6832366,5.7588487,5.783009,5.814723,5.83247,5.8444595,5.8534713,5.86319,5.8757105,5.8867526,5.8980727,5.9041657,5.9086275,5.9094453,5.907775,5.904567,5.900349,5.896654,5.8882957,5.8750257,5.8443093,5.7980533,5.7326274,5.635936,5.490121,5.3386765,5.233462,5.1628537,5.1351967
5.3113575,5.4528003,5.6117635,5.7113333,5.7838464,5.8040586,5.8327065,5.8485885,5.8591065,5.8683133,5.879872,5.8941956,5.905245,5.9168515,5.923598,5.9295607,5.931996,5.930873,5.9268312,5.9211993,5.9161515,5.9054375,5.890543,5.862124,5.817399,5.741169,5.6359143,5.5010138,5.361689,5.2526565,5.1752076,5.1463947
5.338966,5.484084,5.643815,5.74074,5.810226,5.827329,5.852626,5.8668017,5.87794,5.8888283,5.901084,5.9162374,5.928035,5.940616,5.948121,5.954686,5.9572067,5.9564385,5.952828,5.946189,5.9393024,5.9258647,5.909028,5.880944,5.837366,5.7586455,5.6509356,5.51764,5.380524,5.2714057,5.1922884,5.1610594
5.37225,5.5167365,5.6740155,5.7670765,5.8336616,5.8489165,5.8713098,5.88431,5.8974032,5.910884,5.9234138,5.9389453,5.951763,5.965608,5.9739547,5.9808645,5.9829717,5.982425,5.9795527,5.9723,5.963878,5.9481277,5.9295864,5.9010277,5.858652,5.782493,5.677266,5.5451117,5.4072456,5.296072,5.2143564,5.1817274
5.4098744,5.548041,5.701118,5.7914786,5.854846,5.8677235,5.8872714,5.899184,5.9137387,5.9293885,5.942368,5.9583564,5.971887,5.986685,5.9957595,6.0031986,6.005346,6.004693,6.0016246,5.994022,5.985248,5.968557,5.949186,5.920481,5.87882,5.803272,5.7003226,5.575429,5.441223,5.3228874,5.2349467,5.2059507
5.4512625,5.5831137,5.731449,5.818366,5.8779135,5.888457,5.9063663,5.918306,5.9339,5.951046,5.9646106,5.9813128,5.995592,6.0114207,6.021307,6.0295014,6.0319457,6.0312643,6.0278473,6.0200706,6.011322,5.99431,5.9745703,5.945317,5.9041595,5.831076,5.7333593,5.6187835,5.49042,5.3666973,5.2700677,5.237823
