5.6734624,5.639434,5.6486664,5.5211015,6.073697,7.1913333,8.644594,9.577896,10.322468,10.47283,10.499909,10.377523,10.206984,10.066181,9.925172,9.850824,9.769764,9.701585,9.572136,9.414143,9.243033,9.057293,8.90361,8.708409,8.536515,8.288902,8.097026,7.7813053,7.5176487,7.1495743,6.89263,6.6140895,6.483895,6.386802,6.404649,6.494724,6.6716385,6.9676695,7.3489347,7.814382,8.379621,8.984233,9.694337,10.2985,10.990932,11.5112095,12.080761,12.438984,12.781644,12.92985,13.03343,13.027883,12.985085,12.920387,12.863759,12.848487,12.878593,12.960568,13.087452,13.235648,13.37876,13.521934,13.64309,13.780738,13.893397,14.040106,14.147503,14.3176155,14.454216,14.662365,14.816855,15.036926,15.192233,15.418829,15.590291,15.8260355,15.996199,16.152143,16.21975,16.268167,16.240063,16.18933,16.036488,15.844431,15.568534,15.349431,15.08936,14.930853,14.697963,14.527424,14.239469,14.007694,13.677119,13.435238,13.099313,12.842285,12.511324,12.246987,11.973909,11.70554,11.394523,10.932411,10.43636,9.640845,8.831312,7.8446183,7.1540437,6.513493,6.2569795,5.984463,5.8386497,5.7920337,5.879592,5.983278,6.095354
5.7710576,5.946264,7.2009645,9.349718,12.117319,14.017836,15.699112,16.38666,16.91319,17.059479,17.128162,17.070295,16.986403,16.908709,16.837543,16.802921,16.764221,16.725138,16.641548,16.530952,16.408596,16.270796,16.15501,16.005636,15.87744,15.679984,15.51915,15.245519,15.013881,14.685002,14.4521675,14.187625,14.05304,13.966113,13.998869,14.102197,14.282506,14.579504,14.937727,15.351845,15.816872,16.29456,16.833422,17.287449,17.79952,18.18287,18.595453,18.849165,19.091381,19.196285,19.272572,19.272785,19.248192,19.206377,19.168957,19.15816,19.179913,19.237652,19.326529,19.429373,19.527641,19.625237,19.707125,19.802467,19.882963,19.988937,20.066645,20.188986,20.287115,20.433815,20.54125,20.687927,20.78684,20.931347,21.039885,21.189697,21.29688,21.391632,21.42801,21.452276,21.424902,21.38154,21.265274,21.122414,20.91763,20.754698,20.55822,20.435516,20.256739,20.126894,19.911081,19.739494,19.49181,19.308064,19.047136,18.839495,18.561687,18.322767,18.048819,17.782682,17.54294,17.132942,16.665922,15.714497,14.73626,13.056199,11.537559,9.491597,8.0046625,6.6840014,6.2999334,6.0294695,6.0844297,6.1446385,6.255439
6.091825,7.218109,10.292395,14.671437,19.149548,21.252222,22.5092,22.608759,22.654829,22.74687,22.850859,22.902725,22.966724,23.001228,23.04674,23.074139,23.1017,23.112156,23.116673,23.10767,23.094122,23.070984,23.048866,23.015743,22.992022,22.933422,22.87319,22.757734,22.655886,22.502876,22.389606,22.24413,22.155514,22.110468,22.142843,22.21176,22.314697,22.481749,22.656744,22.829634,22.973507,23.09256,23.193546,23.270964,23.347708,23.40579,23.457094,23.479235,23.495281,23.498383,23.499619,23.497978,23.495832,23.493807,23.489414,23.485437,23.483181,23.483364,23.484064,23.48498,23.484486,23.484215,23.484148,23.487644,23.493925,23.501867,23.506561,23.512148,23.51615,23.51916,23.51998,23.51175,23.499256,23.482801,23.470274,23.454573,23.442198,23.424923,23.409,23.393423,23.376266,23.357283,23.329979,23.303173,23.264942,23.233292,23.188993,23.155777,23.109858,23.078299,23.031628,22.998035,22.950386,22.91508,22.857655,22.80153,22.710077,22.606297,22.450382,22.299595,22.24259,22.065046,21.841745,21.094545,20.309917,18.409851,16.458113,13.237194,10.468505,7.881487,7.0046024,6.309066,6.294145,6.2797775,6.399087
6.6567335,10.476895,15.698533,19.70437,22.880241,24.071331,24.573107,24.512327,24.468262,24.545328,24.647127,24.713207,24.800886,24.85785,24.928236,24.97173,25.018238,25.045616,25.07738,25.100332,25.121992,25.13785,25.149826,25.157312,25.164299,25.156277,25.14017,25.102661,25.0681,25.010283,24.964014,24.897226,24.850544,24.823673,24.833384,24.852827,24.88502,24.941368,24.996399,25.041925,25.061373,25.062105,25.040663,25.017628,24.982697,24.9555,24.916674,24.885584,24.849194,24.82779,24.808409,24.802738,24.800797,24.804491,24.804693,24.801674,24.794498,24.783825,24.76817,24.749706,24.729631,24.708487,24.69007,24.67169,24.66012,24.643301,24.628658,24.604061,24.583584,24.554829,24.535614,24.500566,24.470621,24.42794,24.395159,24.350218,24.315485,24.27699,24.250015,24.224543,24.206707,24.190306,24.179295,24.174898,24.171175,24.167557,24.159285,24.150492,24.138512,24.130514,24.11905,24.110765,24.115585,24.129543,24.139265,24.135576,24.11012,24.056896,23.95985,23.844847,23.754044,23.628769,23.571558,23.194723,22.781233,21.484577,20.227726,17.104065,13.776536,10.054781,8.130556,6.639627,6.532614,6.4137692,6.555109
7.941877,14.251117,20.75884,23.119331,23.920448,24.020933,23.882406,23.86607,23.89206,23.95522,24.025562,24.061577,24.114756,24.15247,24.203114,24.238535,24.277721,24.303013,24.330597,24.350931,24.37107,24.387882,24.402842,24.413033,24.416636,24.415794,24.413614,24.407473,24.402119,24.38889,24.37584,24.356354,24.34174,24.32204,24.307642,24.285833,24.267828,24.247786,24.23384,24.22176,24.21414,24.207716,24.202208,24.198202,24.191137,24.183506,24.172222,24.164143,24.15034,24.138641,24.124027,24.115206,24.106441,24.102993,24.097513,24.093725,24.089808,24.08707,24.083633,24.078724,24.071058,24.060837,24.050966,24.040428,24.03435,24.023924,24.01348,23.997139,23.983759,23.970215,23.964935,23.953295,23.942574,23.926977,23.91436,23.895489,23.878576,23.856909,23.837135,23.815723,23.794577,23.773506,23.750639,23.731619,23.709347,23.691982,23.67202,23.660172,23.64158,23.627224,23.599865,23.575527,23.56741,23.578527,23.584352,23.580832,23.560156,23.51949,23.459658,23.364983,23.205847,23.069353,23.069187,23.013596,22.96827,22.524998,22.28189,20.00384,16.941227,12.569465,9.435955,7.036623,6.7999115,6.548715,6.709715
9.964596,16.760553,22.97358,24.323177,24.160666,24.12838,24.019287,24.046093,24.082981,24.105425,24.134426,24.15234,24.186356,24.216328,24.257965,24.28935,24.32298,24.344898,24.369675,24.388723,24.407568,24.42348,24.43734,24.447283,24.450941,24.45312,24.455088,24.45619,24.456575,24.452623,24.44682,24.437937,24.430836,24.41632,24.40166,24.378931,24.357615,24.33031,24.307177,24.285034,24.26812,24.254004,24.241991,24.233023,24.221972,24.211977,24.19993,24.192486,24.181273,24.17245,24.161848,24.155792,24.150414,24.148998,24.14628,24.144278,24.142044,24.139828,24.136349,24.130583,24.12192,24.11047,24.099787,24.087809,24.079592,24.067715,24.057201,24.042732,24.032389,24.019787,24.012688,23.999004,23.987043,23.970163,23.956947,23.937231,23.919842,23.89795,23.878262,23.856743,23.835722,23.814957,23.793127,23.775324,23.755447,23.740204,23.724318,23.716091,23.703535,23.693882,23.675817,23.66004,23.649694,23.649313,23.638046,23.62089,23.588604,23.552395,23.522415,23.471985,23.370895,23.2463,23.138824,23.065468,23.13364,23.002417,23.051987,21.371483,19.006279,14.536098,10.523658,7.4457107,7.0707254,6.6898804,6.851367
11.979114,18.404661,23.714565,24.380857,23.829191,23.938711,24.026438,24.080828,24.118,24.119013,24.125683,24.133095,24.153448,24.17497,24.205019,24.228287,24.252264,24.267431,24.28511,24.298536,24.311346,24.321236,24.329369,24.333872,24.334452,24.332678,24.331621,24.326223,24.320148,24.307493,24.295862,24.280798,24.27104,24.257147,24.246964,24.23323,24.222708,24.210613,24.20113,24.19076,24.181763,24.17377,24.166191,24.160357,24.153093,24.146725,24.139032,24.134153,24.127338,24.122282,24.11668,24.113869,24.112406,24.113234,24.113379,24.113077,24.112495,24.11083,24.107399,24.101051,24.091787,24.079815,24.06911,24.056791,24.047342,24.035273,24.025726,24.01446,24.008121,23.997057,23.988031,23.971691,23.9577,23.938612,23.924246,23.903408,23.8857,23.863758,23.84454,23.823685,23.803587,23.78373,23.763044,23.746252,23.727743,23.71354,23.699402,23.692438,23.683226,23.676811,23.666962,23.659714,23.64617,23.633154,23.605045,23.57498,23.531279,23.494871,23.474802,23.449463,23.407309,23.29627,23.100023,22.936237,22.963327,22.914562,23.038755,21.940445,20.479034,16.211437,11.537193,7.910651,7.365365,6.847041,7.0052752
12.811703,18.938076,23.828875,24.394928,23.837345,23.97086,24.059238,24.065264,24.08172,24.107632,24.136862,24.151903,24.176464,24.195326,24.219263,24.23532,24.252695,24.263927,24.277649,24.28868,24.299313,24.307829,24.314993,24.31892,24.319172,24.317293,24.31637,24.310879,24.304533,24.291151,24.278786,24.262764,24.252342,24.236431,24.223978,24.207062,24.193867,24.179028,24.167364,24.154144,24.142508,24.132435,24.12287,24.115387,24.105982,24.097681,24.087786,24.081516,24.073467,24.068,24.061914,24.058836,24.057386,24.058521,24.059122,24.059229,24.059078,24.057665,24.054504,24.048143,24.038593,24.02605,24.014982,24.00174,23.991068,23.977314,23.966557,23.953869,23.946726,23.934252,23.924011,23.906483,23.892027,23.872467,23.858,23.837297,23.819948,23.79838,23.779549,23.759142,23.739592,23.720324,23.70041,23.684345,23.66672,23.65309,23.639944,23.633736,23.626448,23.621868,23.615719,23.611778,23.604734,23.597923,23.580519,23.559868,23.528774,23.497002,23.463976,23.420662,23.364237,23.26675,23.138065,22.996183,22.920729,22.84727,23.036585,22.269855,21.277937,17.148495,12.181621,8.265385,7.5773935,6.961008,7.121205
13.48208,19.237879,23.73061,24.325586,23.867466,23.9999,24.064331,24.039097,24.043615,24.086988,24.130026,24.147585,24.171423,24.185848,24.20207,24.210672,24.22077,24.227594,24.236885,24.245155,24.253195,24.25989,24.265692,24.268522,24.267982,24.265362,24.264065,24.257845,24.250801,24.236254,24.222961,24.205593,24.194166,24.17584,24.16116,24.143106,24.13015,24.115322,24.10368,24.090239,24.078257,24.067898,24.05798,24.050196,24.040281,24.031458,24.020874,24.014088,24.005617,24.000097,23.99366,23.99015,23.987888,23.988283,23.987967,23.987404,23.986277,23.98412,23.980314,23.973776,23.96441,23.952322,23.941614,23.928614,23.918009,23.904097,23.893166,23.879772,23.871721,23.858458,23.847998,23.830688,23.816778,23.797829,23.78376,23.763462,23.746344,23.725088,23.706566,23.686659,23.667528,23.64843,23.628578,23.612614,23.59506,23.581564,23.568111,23.561275,23.553139,23.547983,23.541233,23.536982,23.531416,23.527567,23.52026,23.511616,23.496626,23.474258,23.437433,23.3836,23.31427,23.22814,23.164919,23.045525,22.881285,22.76517,22.96796,22.483616,21.942583,17.973917,12.765691,8.605743,7.791195,7.0912433,7.2567534
13.87772,19.45641,23.748167,24.346743,23.912113,24.008217,24.052723,24.046646,24.059658,24.09231,24.121536,24.130129,24.14397,24.153196,24.162823,24.16738,24.172287,24.175615,24.181742,24.18813,24.194284,24.1994,24.20375,24.205145,24.203548,24.19986,24.197956,24.190786,24.182882,24.167439,24.153746,24.135803,24.123983,24.104534,24.089197,24.074171,24.065996,24.05548,24.047014,24.036999,24.027687,24.01936,24.011208,24.004887,23.996923,23.98991,23.981483,23.976051,23.969284,23.964937,23.95952,23.956291,23.95342,23.952606,23.95073,23.94884,23.94579,23.942091,23.936777,23.929745,23.920868,23.91007,23.90032,23.888784,23.879637,23.867645,23.858223,23.846193,23.838531,23.826262,23.81682,23.801146,23.788519,23.770958,23.75755,23.737566,23.720242,23.698923,23.680408,23.660746,23.641659,23.62213,23.601503,23.584883,23.566595,23.552856,23.53812,23.529703,23.518444,23.510586,23.499456,23.491816,23.478804,23.468454,23.459915,23.456259,23.449564,23.437906,23.417044,23.377043,23.316366,23.232372,23.166832,23.04489,22.878517,22.768646,22.952217,22.608702,22.333826,18.445887,13.0726795,8.772374,7.9090886,7.1752925,7.346548
14.237603,19.662443,23.774408,24.356462,23.920393,23.97237,24.000729,24.027206,24.055922,24.07303,24.08463,24.083542,24.086077,24.089315,24.093184,24.095993,24.100111,24.103937,24.108927,24.11329,24.117035,24.119596,24.121984,24.12164,24.118776,24.114302,24.112242,24.105522,24.098263,24.084171,24.071701,24.055817,24.0457,24.028713,24.015345,24.003412,23.997875,23.990118,23.98362,23.97566,23.967888,23.960726,23.953615,23.948174,23.941544,23.935879,23.929094,23.924706,23.919205,23.915682,23.911001,23.907976,23.904589,23.902784,23.899696,23.896862,23.892628,23.88811,23.881973,23.87482,23.86658,23.856993,23.848232,23.837833,23.829557,23.818602,23.810026,23.798529,23.790754,23.778484,23.769157,23.754005,23.741995,23.725048,23.711916,23.69202,23.674599,23.653412,23.635107,23.615683,23.596664,23.576927,23.555967,23.539165,23.520685,23.506966,23.491592,23.482256,23.46919,23.459764,23.446232,23.436794,23.420519,23.407465,23.396685,23.392687,23.385225,23.376755,23.369162,23.34636,23.3031,23.225744,23.144487,23.019258,22.881224,22.79142,22.933126,22.707949,22.693727,18.88905,13.359181,8.937647,8.044361,7.2886477,7.4653563
