5.7727213,5.8036323,5.8281655,5.8414116,5.849629,5.8514986,5.850386,5.848157,5.8409967,5.8333883,5.807707,5.780362,5.762888,5.764946,5.7836127,5.805604,5.8074417,5.7973557,5.7919765,5.7865653,5.788976,5.771921,5.744382,5.673777,5.59744,5.494493
5.8228216,5.8724246,5.914739,5.9313936,5.9403896,5.9428806,5.939893,5.934251,5.9252768,5.9185038,5.8934116,5.8663135,5.8490176,5.850785,5.866677,5.8868527,5.892661,5.8891788,5.8896756,5.8863106,5.885234,5.8632927,5.8348246,5.762088,5.685323,5.5685782
5.889353,5.9432926,5.9872627,6.003511,6.011866,6.014555,6.0113444,6.0049415,5.9965763,5.991329,5.973193,5.9539547,5.940668,5.940343,5.9482837,5.960079,5.964822,5.964847,5.9675207,5.9654384,5.963232,5.9417744,5.9181833,5.8469787,5.768127,5.6383066
5.935767,5.976137,6.00346,6.015702,6.022516,6.0248647,6.023585,6.020074,6.014881,6.0111103,6.0023003,5.9938774,5.986136,5.983227,5.982813,5.9844513,5.9828596,5.9802957,5.979671,5.977526,5.9780293,5.9628525,5.9473305,5.879283,5.7955694,5.6598787
5.969248,5.9998713,6.0151505,6.023825,6.0290265,6.031136,6.031704,6.0309215,6.028601,6.026092,6.0233173,6.021614,6.0177517,6.013904,6.009646,6.006134,6.001123,5.996601,5.9935207,5.989801,5.988473,5.9758363,5.9664946,5.9086614,5.835749,5.700168
5.9700217,5.9990416,6.012511,6.01991,6.024356,6.026467,6.027841,6.0281897,6.026877,6.0246696,6.021528,6.0190663,6.0154,6.0126433,6.010833,6.009609,6.005597,6.0006113,5.9971,5.991347,5.9853015,5.970566,5.962135,5.915259,5.861481,5.7321167
5.9720607,5.999315,6.011634,6.018997,6.024176,6.027248,6.029477,6.030045,6.0287247,6.0262785,6.022927,6.0204144,6.0172734,6.015192,6.0134196,6.011875,6.0076995,6.003144,6.0013895,5.996909,5.9900823,5.974113,5.9636106,5.9211173,5.8789573,5.7546062
5.969808,5.99707,6.010687,6.019353,6.0260744,6.0301843,6.032452,6.032008,6.029664,6.0267754,6.022577,6.0193872,6.0161,6.014243,6.011527,6.0089793,6.004708,6.001485,6.0024924,6.0011344,5.996922,5.980861,5.9668245,5.921233,5.8788257,5.756519
5.9707932,5.9977164,6.012283,6.022161,6.0296187,6.033559,6.0342994,6.031672,6.0291195,6.0281453,6.0235415,6.018272,6.0137377,6.011773,6.0089035,6.006925,6.0046873,6.003804,6.0058594,6.0056767,6.0039325,5.9898305,5.976472,5.9289804,5.882147,5.7593975
5.9715314,5.999793,6.016164,6.0266466,6.033404,6.0357594,6.0344996,6.0306225,6.0277658,6.0276523,6.0222282,6.0151987,6.009381,6.007295,6.0054865,6.005454,6.005639,6.0065956,6.008903,6.009105,6.009309,5.997709,5.9871893,5.937952,5.883465,5.758738
5.9679,6.0011525,6.0215054,6.031649,6.036096,6.0356994,6.033818,6.0324864,6.027809,6.022598,6.014351,6.0078926,6.002164,6.0006175,6.001733,6.0048,6.0054803,6.006134,6.0103436,6.0128837,6.0143375,6.0037007,5.994819,5.9437943,5.8830075,5.7578025
5.9661574,6.0046387,6.0288854,6.0378957,6.0391436,6.035553,6.033041,6.034724,6.028224,6.017438,6.0067873,6.0018654,5.9970484,5.9963336,6.0002384,6.0059304,6.0067825,6.006966,6.0131655,6.0178847,6.019859,6.009272,6.000814,5.949339,5.8865857,5.762736
5.969344,6.0100455,6.0363216,6.0444264,6.04275,6.035802,6.0312176,6.0335684,6.0270877,6.0156975,6.005041,6.000653,5.996536,5.996424,6.0008645,6.0071177,6.009416,6.0111203,6.018362,6.023626,6.0258746,6.0152254,6.0060735,5.955529,5.895449,5.7740545
5.9790516,6.019447,6.045603,6.052112,6.0490184,6.042067,6.0360303,6.0359635,6.028671,6.018542,6.008932,6.0050235,6.0017796,6.0022936,6.0066037,6.012661,6.016545,6.0200067,6.027461,6.032461,6.0350823,6.024684,6.01422,5.966331,5.913361,5.796207
5.9894624,6.028143,6.0526404,6.0573297,6.0552893,6.052811,6.0471497,6.042332,6.032317,6.0230303,6.014123,6.010708,6.0081544,6.0091596,6.0136642,6.0198035,6.0246143,6.028897,6.036059,6.040747,6.0440183,6.03432,6.022941,5.977607,5.9311957,5.8172493
6.004694,6.040659,6.0626965,6.0654054,6.064304,6.0659876,6.0613265,6.0530515,6.0413494,6.0330763,6.0251102,6.022279,6.020485,6.02194,6.0265965,6.032521,6.0372057,6.041157,6.04738,6.051558,6.055394,6.0467377,6.0347133,5.993367,5.9553256,5.84775
