5.4434767,6.4177856,9.32642,13.382413,16.245289,18.759457,19.734734,20.366991,20.41361,20.369154,20.248571,20.008137,19.775618,19.546747,19.43051,19.316387,19.25099,19.140802,19.022818,18.894285,18.76033,18.654144,18.516197,18.395252,18.1967,18.028616,17.739693,17.500675,17.1185,16.818615,16.45329,16.242405,16.062138,16.042496,16.122627,16.323326,16.655739,17.03623,17.435802,17.823072,18.184414,18.554216,18.870586,19.183758,19.388468,19.566393,19.65023,19.70137,19.702072,19.657272,19.593082,19.49297,19.409374,19.283756,19.189175,19.112188,19.089756,19.085638,19.095636,19.096876,19.055134,18.988672,18.83683,18.679955,18.417938,18.19407,17.866732,17.624723,17.285797,17.05293,16.725182,16.498255,16.16219,15.907132,15.583987,15.341527,15.042791,14.789596,14.513111,14.241523,13.976243,13.663748,13.385251,13.015447,12.717006,12.292261,11.969747,11.49506,11.147357,10.636171,10.267908,9.810029,9.539251,9.270917,9.185788,9.168501,9.300976,9.562931,9.891135,10.223774,10.449267,10.582887,10.418204,10.15325,9.344758,8.382848,7.2738395,6.6573715,6.178343,6.117439,5.976971
7.794874,11.22699,15.2190075,19.298944,21.360098,22.99184,23.712435,24.195942,24.251162,24.245676,24.174234,24.02755,23.881699,23.745787,23.682905,23.623266,23.591215,23.530043,23.459929,23.381824,23.29756,23.231096,23.139986,23.057446,22.919651,22.802837,22.60145,22.43508,22.165752,21.952377,21.69154,21.54002,21.408669,21.390926,21.439672,21.572687,21.795889,22.05291,22.32153,22.581106,22.822845,23.07003,23.283274,23.489872,23.62003,23.727884,23.774307,23.801702,23.802034,23.775646,23.738054,23.673582,23.616291,23.53033,23.46494,23.411238,23.39424,23.388916,23.391619,23.386211,23.35012,23.297989,23.188438,23.078289,22.896997,22.742697,22.518106,22.352955,22.119532,21.957928,21.725327,21.56046,21.315956,21.129238,20.891752,20.712755,20.49247,20.307,20.107147,19.912306,19.72089,19.495312,19.294418,19.027788,18.8129,18.506283,18.273323,17.92785,17.673534,17.295126,17.019451,16.674639,16.468294,16.261726,16.189722,16.155622,16.225466,16.381565,16.580471,16.786068,16.88523,16.897654,16.652761,16.455303,15.50009,14.348835,12.203869,10.259239,8.144228,7.0986114,6.278482
11.347413,17.158731,20.94135,23.311182,23.57072,23.478619,23.611195,23.72369,23.760677,23.800837,23.81863,23.845121,23.862906,23.890652,23.912409,23.93642,23.952345,23.969475,23.981142,23.991623,23.997997,24.00371,24.001534,23.993973,23.977177,23.962431,23.937696,23.917978,23.885925,23.860619,23.827349,23.805916,23.781204,23.767563,23.75012,23.739283,23.728313,23.72279,23.718779,23.717669,23.716494,23.716486,23.717611,23.717789,23.71705,23.712831,23.708595,23.696577,23.684042,23.66543,23.651827,23.634447,23.623259,23.60692,23.595194,23.58447,23.578892,23.57237,23.565704,23.55632,23.54442,23.532892,23.519838,23.51068,23.49812,23.487717,23.472961,23.462727,23.445251,23.431519,23.403679,23.378147,23.341043,23.31175,23.272488,23.241316,23.203176,23.172382,23.142225,23.115503,23.08884,23.059156,23.03377,23.000986,22.974955,22.936884,22.90792,22.860895,22.824318,22.762625,22.712801,22.647902,22.605753,22.560135,22.534245,22.494392,22.46047,22.4268,22.390078,22.358774,22.264778,22.124363,21.8857,21.860907,21.127674,20.251122,17.632202,14.738411,10.993902,8.581824,6.7642207
14.889628,21.461351,23.787874,24.455576,24.401144,24.144783,24.134964,24.133821,24.138449,24.159782,24.184866,24.237371,24.287048,24.340351,24.371208,24.404142,24.424555,24.451864,24.475803,24.499859,24.520727,24.537523,24.55067,24.557121,24.56439,24.570457,24.581379,24.590868,24.606333,24.61876,24.632673,24.639557,24.640749,24.63272,24.609898,24.57795,24.529984,24.480251,24.429396,24.38183,24.336868,24.291449,24.253548,24.215208,24.189602,24.163885,24.14958,24.13134,24.118599,24.105135,24.099037,24.093512,24.092293,24.090876,24.090145,24.087433,24.082823,24.074507,24.064383,24.05282,24.044178,24.03909,24.043097,24.052128,24.070961,24.087648,24.113373,24.133472,24.15939,24.176039,24.191858,24.197245,24.205511,24.21034,24.213276,24.212658,24.211731,24.211205,24.212921,24.216694,24.220062,24.226692,24.23433,24.246618,24.257153,24.272964,24.28565,24.302395,24.313805,24.32545,24.330395,24.333405,24.33141,24.323532,24.307781,24.26723,24.215347,24.154984,24.090822,24.033045,23.93573,23.798042,23.631607,23.628057,23.284674,23.02198,21.21174,19.009033,14.720632,10.800065,7.6982455
17.507118,23.606686,24.34372,23.7592,23.959646,24.099821,24.128345,24.131668,24.116972,24.10833,24.110031,24.126963,24.149092,24.167578,24.175213,24.184505,24.19036,24.198631,24.205616,24.212002,24.216206,24.219479,24.2183,24.213985,24.205534,24.198885,24.187223,24.177378,24.162285,24.150839,24.137444,24.130108,24.122091,24.118067,24.111547,24.1059,24.098127,24.090918,24.083544,24.07625,24.068502,24.060287,24.05397,24.046644,24.04113,24.03339,24.027761,24.017498,24.008501,23.996408,23.988443,23.978485,23.97233,23.96319,23.95619,23.94808,23.94155,23.932898,23.923532,23.912418,23.900354,23.889435,23.879368,23.873398,23.867634,23.863535,23.85976,23.858416,23.85572,23.853539,23.845646,23.836674,23.823023,23.811083,23.792154,23.77438,23.751911,23.731623,23.709927,23.689302,23.669147,23.648615,23.632473,23.614176,23.600075,23.582941,23.571394,23.555988,23.545633,23.53003,23.518602,23.502243,23.490143,23.472048,23.455296,23.423113,23.393328,23.372568,23.358736,23.347174,23.312016,23.244368,23.16758,23.119167,23.131453,23.426561,22.849861,22.029837,18.095465,13.256848,9.042005
18.663437,24.0804,24.594713,23.901937,24.06432,24.17535,24.167332,24.161406,24.172043,24.180908,24.182646,24.193611,24.206108,24.214533,24.215734,24.21768,24.218992,24.222893,24.227526,24.231958,24.235489,24.238634,24.238234,24.23484,24.228024,24.222847,24.212868,24.203968,24.18984,24.178837,24.16593,24.158794,24.150593,24.146122,24.139326,24.133694,24.126234,24.119429,24.112135,24.104864,24.097338,24.089472,24.083498,24.076456,24.07092,24.06347,24.058235,24.049177,24.04142,24.031492,24.025316,24.018433,24.01491,24.009417,24.00524,24.00063,23.996677,23.9907,23.983162,23.973583,23.962597,23.952713,23.943222,23.937271,23.93121,23.926811,23.922716,23.921232,23.918383,23.916061,23.908785,23.900806,23.888523,23.877619,23.85978,23.842691,23.821236,23.80174,23.780558,23.760374,23.740818,23.721321,23.706379,23.689602,23.67642,23.661064,23.651112,23.638836,23.631128,23.620724,23.613914,23.604765,23.598463,23.588436,23.578407,23.558523,23.537703,23.519672,23.498661,23.464926,23.422626,23.387882,23.339764,23.255096,23.3082,23.641035,23.543598,23.448141,20.050724,15.261417,10.47389
18.94212,23.799768,24.48129,24.01511,24.11708,24.158197,24.147987,24.155697,24.186052,24.20754,24.207628,24.210287,24.211641,24.209347,24.204699,24.200172,24.197857,24.197977,24.200413,24.202782,24.20558,24.209019,24.209803,24.2074,24.20202,24.198065,24.189213,24.180725,24.166893,24.155903,24.143227,24.136345,24.127504,24.121971,24.114382,24.108559,24.101276,24.095003,24.088087,24.081406,24.0748,24.06807,24.063028,24.056732,24.05136,24.044308,24.039543,24.03163,24.024998,24.016733,24.011755,24.006865,24.004976,24.001623,23.999014,23.996264,23.993773,23.989727,23.983967,23.976152,23.966656,23.958052,23.949171,23.943125,23.936352,23.931261,23.926025,23.923689,23.919249,23.915525,23.906769,23.898092,23.884888,23.873447,23.855087,23.83785,23.816418,23.79723,23.776463,23.756844,23.737902,23.719013,23.70442,23.68812,23.675438,23.660656,23.650997,23.639256,23.631948,23.62274,23.617174,23.611382,23.608885,23.606026,23.603643,23.597471,23.587494,23.574179,23.548624,23.502226,23.45022,23.42428,23.377098,23.281372,23.283031,23.471289,23.565784,23.914417,21.191801,16.951597,11.903886
18.974207,23.915213,24.568798,24.038904,24.090818,24.120531,24.153883,24.184763,24.1978,24.20201,24.194546,24.187809,24.18367,24.172918,24.162134,24.152107,24.147226,24.144382,24.144838,24.144855,24.146328,24.149712,24.151247,24.149454,24.144886,24.14157,24.133043,24.124289,24.110699,24.100264,24.089678,24.085176,24.078459,24.073944,24.068653,24.065195,24.060911,24.057268,24.052952,24.048584,24.044346,24.039783,24.036316,24.031199,24.026281,24.019728,24.015347,24.008324,24.002645,23.995214,23.990473,23.985294,23.982672,23.978006,23.973944,23.968653,23.963964,23.958427,23.952412,23.944967,23.9362,23.927986,23.918983,23.912413,23.904655,23.898764,23.892437,23.889393,23.883665,23.87881,23.868887,23.859709,23.845972,23.834385,23.816158,23.799297,23.77821,23.759298,23.738857,23.71941,23.700575,23.681335,23.665777,23.648962,23.636816,23.622673,23.613096,23.601902,23.595215,23.58771,23.58389,23.581696,23.58276,23.585724,23.588953,23.590986,23.589157,23.5854,23.570799,23.54507,23.501068,23.450123,23.391727,23.331213,23.34486,23.472445,23.61387,24.086657,21.70074,17.840757,12.706358
18.768858,24.052122,24.68664,24.061174,24.077795,24.099346,24.161366,24.201101,24.193085,24.176216,24.159708,24.142677,24.133877,24.120493,24.110863,24.101057,24.0959,24.091564,24.089647,24.08692,24.085762,24.087261,24.087654,24.085394,24.081284,24.078873,24.071835,24.06415,24.05227,24.043137,24.034754,24.032034,24.027128,24.023592,24.020271,24.01874,24.016853,24.015268,24.012981,24.010382,24.007887,24.00498,24.002785,23.998863,23.994665,23.988937,23.985086,23.979076,23.974363,23.967855,23.963457,23.958157,23.954958,23.949434,23.944468,23.937597,23.931479,23.924673,23.918207,23.911047,23.902992,23.895271,23.886421,23.879614,23.871296,23.865023,23.857693,23.853594,23.84635,23.840408,23.829508,23.820042,23.805828,23.793959,23.77562,23.758883,23.737904,23.719109,23.698797,23.679394,23.660585,23.641054,23.624857,23.607452,23.595247,23.580935,23.571072,23.55941,23.552305,23.544773,23.541328,23.539885,23.54177,23.546495,23.551857,23.556782,23.559559,23.564528,23.56346,23.56056,23.531807,23.471434,23.410997,23.38193,23.392105,23.449646,23.587639,24.108322,22.04762,18.631067,13.474975
18.572317,24.155619,24.783007,24.094957,24.110394,24.124092,24.170588,24.194405,24.180153,24.155176,24.133654,24.110163,24.098152,24.0897,24.089592,24.086483,24.083586,24.079998,24.076347,24.071848,24.067972,24.066404,24.064056,24.060371,24.056242,24.05475,24.05005,24.04468,24.035471,24.027805,24.02029,24.017298,24.01241,24.008978,24.005714,24.00417,24.00227,24.000635,23.998276,23.995564,23.99288,23.989931,23.987854,23.984388,23.980755,23.97574,23.9723,23.966932,23.962732,23.956944,23.953041,23.948393,23.945648,23.94102,23.93694,23.93139,23.926239,23.919735,23.913147,23.906199,23.898537,23.891266,23.882917,23.87643,23.86846,23.862574,23.854984,23.850042,23.84197,23.835712,23.824818,23.81569,23.801563,23.78955,23.770979,23.75402,23.732899,23.714046,23.69362,23.67417,23.655378,23.636005,23.620218,23.60273,23.589811,23.574556,23.564297,23.551472,23.543108,23.533833,23.529213,23.525103,23.524374,23.525398,23.527874,23.52864,23.52986,23.537838,23.544209,23.54817,23.532255,23.494026,23.44841,23.419615,23.407679,23.420023,23.562458,24.124899,22.261574,19.099903,13.931274
