5.679079,5.7792253,5.825959,5.8602557,5.8661394,5.867734,5.863813,5.8424053,5.8151784,5.7777867,5.752974,5.750815,5.7658567,5.7698793,5.7661343,5.76541,5.7426596,5.713035,5.62096,5.5107636,5.321216
5.788848,5.899684,5.9528317,5.9909844,5.9961123,5.9978127,5.9945354,5.984673,5.9721303,5.9410925,5.9139376,5.91571,5.9352484,5.9407763,5.9349475,5.927064,5.902975,5.888059,5.8062825,5.6966114,5.4777527
5.837723,5.954621,6.0061784,6.041385,6.045044,6.039762,6.028002,6.0165286,6.010022,5.9936733,5.9789667,5.9720287,5.974109,5.9769244,5.9781404,5.978144,5.9628468,5.949808,5.879311,5.7959137,5.5921373
5.8872705,6.0012436,6.0512137,6.0826097,6.0823703,6.072953,6.059222,6.048069,6.0443273,6.035869,6.0277805,6.0149026,6.005761,6.0046005,6.008311,6.012396,6.005895,6.0018167,5.9468517,5.884958,5.6896505
5.9050875,6.009247,6.0580587,6.0865817,6.0823126,6.0734525,6.0645866,6.0548573,6.0489345,6.038057,6.028174,6.014831,6.005628,6.00113,6.001771,6.0045657,6.002239,6.0079193,5.9638267,5.908308,5.7132254
5.913747,6.0169387,6.0658984,6.0921836,6.083794,6.0762997,6.073484,6.067582,6.061752,6.0512614,6.041483,6.030274,6.021811,6.011317,6.004539,6.0034146,6.0026016,6.01379,5.9786944,5.9315896,5.7408843
5.9073505,6.015289,6.0641665,6.0897865,6.080444,6.0754128,6.077024,6.0746765,6.0698204,6.060381,6.051197,6.043608,6.0373955,6.0222106,6.0080824,6.002663,5.999853,6.009643,5.9764366,5.933692,5.748485
5.912124,6.018044,6.060778,6.0851665,6.0810204,6.0806904,6.083835,6.082397,6.0771594,6.0677795,6.0589423,6.0529275,6.047863,6.0312624,6.0146093,6.0080676,6.003889,6.009981,5.976519,5.9387894,5.7603707
5.920249,6.021371,6.0561767,6.0796833,6.083419,6.087596,6.089343,6.0865674,6.0803394,6.0704055,6.061675,6.05561,6.0509043,6.035908,6.020935,6.0158277,6.0104656,6.0109944,5.974268,5.939305,5.766599
5.9259715,6.024434,6.053609,6.076414,6.085645,6.092842,6.0934415,6.089778,6.083079,6.0729513,6.064427,6.058671,6.0544367,6.0402927,6.026075,6.0221667,6.015678,6.010722,5.970423,5.937356,5.769779
5.9326434,6.029145,6.0556498,6.07808,6.089807,6.0979066,6.097323,6.092783,6.085818,6.07554,6.0671306,6.06146,6.0575137,6.044344,6.0310526,6.027868,6.020492,6.012012,5.9696846,5.9381223,5.774728
5.94073,6.035176,6.061325,6.0834885,6.09509,6.102709,6.1015806,6.0964456,6.0891705,6.0786366,6.0702057,6.0645013,6.060773,6.0486045,6.03609,6.0324063,6.0241647,6.0150456,5.973433,5.943629,5.7835083
5.9524374,6.0446095,6.0714355,6.0934844,6.103931,6.1105585,6.1091795,6.1036773,6.096197,6.085468,6.076987,6.0712323,6.0675907,6.055898,6.0436873,6.03914,6.030742,6.0227704,5.9845366,5.9589353,5.8033705
5.9624557,6.0527964,6.079521,6.1014524,6.111692,6.118076,6.116563,6.1109304,6.103409,6.0926504,6.0841827,6.078569,6.074904,6.0623374,6.049403,6.0449505,6.0379434,6.031535,5.9971867,5.977106,5.8258934
5.9769955,6.065477,6.0924883,6.1147337,6.1249437,6.131337,6.1298637,6.1242714,6.1167717,6.1060596,6.097614,6.0917854,6.088049,6.0764985,6.064236,6.058198,6.049995,6.0437903,6.013374,5.999756,5.855648
5.9885483,6.0760827,6.1035833,6.126369,6.136725,6.143326,6.141997,6.1365275,6.129054,6.118393,6.1099467,6.103559,6.099781,6.0912814,6.081241,6.072268,6.0600686,6.052289,6.0234594,6.0138097,5.8744497
6.003379,6.0895886,6.118291,6.1420894,6.1524167,6.159154,6.158034,6.152756,6.1453543,6.1348295,6.126451,6.119593,6.1157217,6.109713,6.1015115,6.0902557,6.0746655,6.0644655,6.0371904,6.0297437,5.9059124
6.0127616,6.0979953,6.1278925,6.15257,6.162705,6.1694164,6.168439,6.163297,6.155964,6.145572,6.1372843,6.1303453,6.126382,6.1206956,6.112748,6.1012545,6.085034,6.073105,6.0466423,6.0383873,5.932523
6.0259714,6.1097937,6.141241,6.1669436,6.176634,6.1831517,6.182326,6.1773667,6.170176,6.160063,6.151997,6.1450586,6.140992,6.1353655,6.127726,6.1172175,6.101199,6.086867,6.059882,6.0511565,5.9588
