6.0352507,6.118134,6.1506276,6.1769223,6.1861615,6.1924253,6.1916776,6.1868477,6.1797943,6.1699505,6.1621137,6.1552796,6.1511593,6.1452026,6.1376657,6.1288276,6.1138325,6.09794,6.069474,6.060567,5.970114
6.0485787,6.1311994,6.165069,6.1921163,6.2007804,6.206758,6.2061653,6.201549,6.1946907,6.185211,6.1776767,6.170975,6.166814,6.1607447,6.153365,6.1454396,6.131279,6.1153016,6.0865808,6.0756793,5.990273
6.0588555,6.1424637,6.1775784,6.2052894,6.2134967,6.2192883,6.2188697,6.2145033,6.20786,6.1987247,6.1914577,6.1849117,6.180772,6.1747847,6.167535,6.1596365,6.145977,6.1313367,6.1035147,6.090142,6.0092244
6.070695,6.1579285,6.1953063,6.2239833,6.2311378,6.2364984,6.23649,6.232706,6.226559,6.2180843,6.211274,6.2050653,6.2010493,6.1952615,6.1883273,6.180877,6.1680717,6.1545215,6.1279764,6.112627,6.039719
6.079938,6.1705184,6.210929,6.2416916,6.248562,6.25398,6.254292,6.2511234,6.245539,6.2377605,6.2314053,6.225577,6.221744,6.216229,6.2096715,6.2027197,6.1907763,6.1781187,6.1531067,6.1371,6.071837
6.0868077,6.1778455,6.22366,6.2599473,6.268763,6.2753596,6.275326,6.2723937,6.267282,6.259886,6.2536926,6.248137,6.2445393,6.2392325,6.232997,6.226559,6.2155356,6.2037234,6.1805005,6.1650276,6.10632
6.1000633,6.1884055,6.2379894,6.2790074,6.2902327,6.2986965,6.2988477,6.2965465,6.2919846,6.2855215,6.280063,6.2749534,6.271467,6.2665057,6.2607646,6.254903,6.2448235,6.233994,6.2124715,6.1976304,6.143786
6.121953,6.206675,6.255981,6.297615,6.309652,6.3198643,6.3216743,6.320915,6.317044,6.312921,6.3096514,6.305089,6.300833,6.295734,6.290202,6.2847195,6.2754774,6.2657104,6.245467,6.2302423,6.180355
6.1550546,6.234139,6.280406,6.3201756,6.3323855,6.343874,6.347347,6.3482184,6.345157,6.342539,6.3405585,6.3372846,6.334075,6.330899,6.3271804,6.322785,6.3145723,6.3065305,6.287377,6.270322,6.2233415
6.1817474,6.2562113,6.299885,6.3378167,6.3499155,6.36146,6.3651533,6.3666306,6.36416,6.3607774,6.357883,6.3568172,6.3575387,6.3587427,6.3582454,6.354997,6.347202,6.341174,6.322602,6.3022823,6.2560153
6.2204084,6.288543,6.3274517,6.3622108,6.374551,6.3865285,6.3906465,6.392923,6.3910685,6.3865557,6.381963,6.381004,6.3835816,6.387839,6.390859,6.390829,6.3854985,6.3808875,6.363198,6.342345,6.2992096
6.249804,6.3130574,6.347417,6.379469,6.3925686,6.4056106,6.4105277,6.4137397,6.412347,6.4074183,6.4015427,6.39778,6.3979836,6.4016137,6.406445,6.4103894,6.4086304,6.403615,6.3864193,6.3685603,6.3301325
